Model,makespan (over all),avg abs start deviation,avg duration deviation,levenshtein_seq_sim,a1_0_seq_sim,a2_0_seq_sim,a3_0_seq_sim,overall_tool_changes,seed,instance,priority_rule
CausalContinousModel,-28.0,14.6,0.0,12.0,0,0,36,45.96,168,550,dynamic
AverageOperationModel,-20.0,10.7,0.5,16.0,0,0,48,46.407,168,550,dynamic
LogNormalDistributionModel,6.0,8.4,0.3,18.333,0,0,55,46.407,168,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,44.627,169,550,dynamic
CausalContinousModel,-3.0,7.9,-0.2,19.0,0,0,57,47.74,169,550,dynamic
AverageOperationModel,-1.0,4.4,-0.5,9.333,0,0,28,46.407,169,550,dynamic
LogNormalDistributionModel,18.0,15.0,-0.6,25.667,0,0,77,48.183,169,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.96,170,550,dynamic
CausalContinousModel,15.0,19.4,0.6,25.333,0,0,76,47.74,170,550,dynamic
AverageOperationModel,5.0,10.0,0.4,17.667,0,0,53,46.407,170,550,dynamic
LogNormalDistributionModel,13.0,26.4,0.7,26.0,0,0,78,46.85,170,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.96,171,550,dynamic
CausalContinousModel,-8.0,21.1,0.4,26.333,0,0,79,46.407,171,550,dynamic
AverageOperationModel,6.0,12.4,0.1,22.333,0,0,67,46.407,171,550,dynamic
LogNormalDistributionModel,23.0,16.4,-0.1,23.0,0,0,69,44.183,171,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,46.85,172,550,dynamic
CausalContinousModel,-3.0,6.9,0.0,13.333,0,0,40,47.293,172,550,dynamic
AverageOperationModel,8.0,10.9,0.3,24.333,0,0,73,46.85,172,550,dynamic
LogNormalDistributionModel,-11.0,11.2,0.1,18.0,0,0,54,46.407,172,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,44.627,173,550,dynamic
CausalContinousModel,-15.0,17.4,0.7,25.333,0,0,76,45.96,173,550,dynamic
AverageOperationModel,-10.0,14.4,0.3,20.333,0,0,61,46.407,173,550,dynamic
LogNormalDistributionModel,8.0,14.1,0.2,25.333,0,0,76,45.517,173,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,44.627,174,550,dynamic
CausalContinousModel,-2.0,10.9,-0.6,10.333,0,0,31,45.517,174,550,dynamic
AverageOperationModel,3.0,7.2,-0.3,16.0,0,0,48,46.407,174,550,dynamic
LogNormalDistributionModel,-1.0,8.2,-0.2,18.667,0,0,56,45.96,174,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,47.293,175,550,dynamic
CausalContinousModel,-3.0,8.0,-0.1,10.333,0,0,31,46.407,175,550,dynamic
AverageOperationModel,-2.0,5.8,-0.1,8.667,0,0,26,46.407,175,550,dynamic
LogNormalDistributionModel,-20.0,12.6,-0.2,18.667,0,0,56,46.85,175,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.96,176,550,dynamic
CausalContinousModel,9.0,11.2,-0.1,22.667,0,0,68,48.627,176,550,dynamic
AverageOperationModel,6.0,13.2,-0.2,20.667,0,0,62,46.407,176,550,dynamic
LogNormalDistributionModel,-17.0,11.1,-0.3,20.333,0,0,61,45.517,176,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,46.85,177,550,dynamic
CausalContinousModel,11.0,9.8,-0.4,16.667,0,0,50,45.96,177,550,dynamic
AverageOperationModel,14.0,8.8,-0.2,16.0,0,0,48,46.407,177,550,dynamic
LogNormalDistributionModel,1.0,9.2,-0.4,15.0,0,0,45,46.85,177,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.96,178,550,dynamic
CausalContinousModel,5.0,14.5,0.3,25.333,0,0,76,47.293,178,550,dynamic
AverageOperationModel,20.0,14.7,0.0,13.667,0,0,41,46.407,178,550,dynamic
LogNormalDistributionModel,32.0,17.2,0.0,20.0,0,0,60,46.407,178,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,46.407,179,550,dynamic
CausalContinousModel,4.0,11.5,0.4,20.333,0,0,61,47.293,179,550,dynamic
AverageOperationModel,3.0,7.4,0.5,16.333,0,0,49,47.293,179,550,dynamic
LogNormalDistributionModel,12.0,8.9,0.3,16.667,0,0,50,47.293,179,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.517,180,550,dynamic
CausalContinousModel,26.0,17.7,-0.4,24.333,0,0,73,45.96,180,550,dynamic
AverageOperationModel,1.0,7.1,-0.2,15.0,0,0,45,44.183,180,550,dynamic
LogNormalDistributionModel,-6.0,11.4,-0.2,23.333,0,0,70,47.74,180,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,46.407,181,550,dynamic
CausalContinousModel,3.0,11.9,0.6,14.333,0,0,43,45.517,181,550,dynamic
AverageOperationModel,16.0,9.4,0.1,7.667,0,0,23,46.407,181,550,dynamic
LogNormalDistributionModel,16.0,9.5,0.4,15.0,0,0,45,45.073,181,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,46.85,182,550,dynamic
CausalContinousModel,28.0,15.8,0.2,20.0,0,0,60,46.85,182,550,dynamic
AverageOperationModel,14.0,13.8,0.1,14.333,0,0,43,46.85,182,550,dynamic
LogNormalDistributionModel,15.0,15.5,0.2,22.0,0,0,66,47.74,182,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,46.407,183,550,dynamic
CausalContinousModel,33.0,17.9,-0.7,14.0,0,0,42,46.85,183,550,dynamic
AverageOperationModel,26.0,14.6,-0.4,21.667,0,0,65,46.407,183,550,dynamic
LogNormalDistributionModel,14.0,12.3,-0.5,23.333,0,0,70,45.073,183,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,48.183,184,550,dynamic
CausalContinousModel,10.0,12.7,0.3,18.667,0,0,56,46.407,184,550,dynamic
AverageOperationModel,5.0,18.5,0.2,21.0,0,0,63,46.407,184,550,dynamic
LogNormalDistributionModel,-9.0,11.7,0.0,19.0,0,0,57,47.74,184,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.517,185,550,dynamic
CausalContinousModel,8.0,8.2,0.2,16.667,0,0,50,46.407,185,550,dynamic
AverageOperationModel,29.0,15.1,0.0,15.0,0,0,45,46.407,185,550,dynamic
LogNormalDistributionModel,-10.0,9.1,-0.2,11.333,0,0,34,45.96,185,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.96,186,550,dynamic
CausalContinousModel,2.0,9.5,-0.4,20.333,0,0,61,46.85,186,550,dynamic
AverageOperationModel,-18.0,10.7,-0.4,6.333,0,0,19,45.96,186,550,dynamic
LogNormalDistributionModel,8.0,10.3,-0.7,8.333,0,0,25,46.85,186,550,dynamic
