Model,makespan (over all),avg abs start deviation,avg duration deviation,levenshtein_seq_sim,a1_0_seq_sim,a2_0_seq_sim,a3_0_seq_sim,overall_tool_changes,seed,instance,priority_rule
AverageOperationModel,-0.0,7.9,0.0,94.0,72,112,98,55.808,177,550,dynamic
LogNormalDistributionModel,2.0,10.7,0.0,100.0,85,117,100,57.333,177,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,49.463,178,550,dynamic
CausalContinousModel,4.0,9.8,0.1,113.333,57,156,124,49.667,178,550,dynamic
AverageOperationModel,-1.0,6.7,0.1,103.333,48,156,108,49.718,178,550,dynamic
LogNormalDistributionModel,1.0,10.2,0.1,113.5,56,150,134,51.74,178,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,48.063,179,550,dynamic
CausalContinousModel,4.0,11.3,-0.0,102.5,204,39,63,47.608,179,550,dynamic
AverageOperationModel,-1.0,6.0,0.0,97.333,170,54,63,50.077,179,550,dynamic
LogNormalDistributionModel,-3.0,11.0,0.1,111.167,199,55,77,50.097,179,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,59.895,180,550,dynamic
CausalContinousModel,-1.0,10.6,0.0,92.0,84,86,105,58.703,180,550,dynamic
AverageOperationModel,1.0,7.8,0.0,98.5,88,94,108,58.608,180,550,dynamic
LogNormalDistributionModel,2.0,10.2,0.0,102.667,97,84,127,62.573,180,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,60.733,181,550,dynamic
CausalContinousModel,-3.0,11.1,-0.1,104.0,95,107,109,58.983,181,550,dynamic
AverageOperationModel,-2.0,7.2,-0.1,87.833,93,74,91,58.845,181,550,dynamic
LogNormalDistributionModel,-1.0,9.0,0.0,102.5,93,103,112,61.258,181,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,58.477,182,550,dynamic
CausalContinousModel,2.0,10.3,0.3,78.167,33,64,142,61.462,182,550,dynamic
AverageOperationModel,5.0,8.8,0.2,72.833,36,46,136,57.367,182,550,dynamic
LogNormalDistributionModel,1.0,9.3,0.1,85.333,50,69,142,59.53,182,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,47.205,183,550,dynamic
CausalContinousModel,-0.0,8.3,0.1,95.0,119,42,130,46.738,183,550,dynamic
AverageOperationModel,5.0,11.6,0.1,98.333,129,41,126,47.995,183,550,dynamic
LogNormalDistributionModel,-2.0,14.1,0.2,97.333,135,32,126,46.14,183,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.025,184,550,dynamic
CausalContinousModel,-2.0,10.2,-0.3,85.833,48,102,112,43.638,184,550,dynamic
AverageOperationModel,-1.0,9.2,-0.1,90.167,48,116,112,45.847,184,550,dynamic
LogNormalDistributionModel,1.0,7.6,-0.1,81.833,40,89,120,44.805,184,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,38.482,185,550,dynamic
CausalContinousModel,-5.0,13.7,0.1,97.833,100,105,86,37.52,185,550,dynamic
AverageOperationModel,-1.0,10.1,0.1,94.667,109,97,81,36.45,185,550,dynamic
LogNormalDistributionModel,-1.0,12.2,0.1,96.167,101,120,72,37.292,185,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,48.468,186,550,dynamic
CausalContinousModel,1.0,9.0,0.1,84.333,100,55,96,48.7,186,550,dynamic
AverageOperationModel,3.0,5.7,0.2,88.833,112,55,103,47.925,186,550,dynamic
LogNormalDistributionModel,1.0,7.2,0.2,89.833,102,64,101,49.655,186,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,38.25,187,550,dynamic
CausalContinousModel,-0.0,9.9,-0.2,61.667,4,109,72,37.363,187,550,dynamic
AverageOperationModel,0.0,6.9,-0.1,59.5,11,90,81,39.325,187,550,dynamic
LogNormalDistributionModel,-2.0,8.4,-0.1,73.167,23,115,81,38.38,187,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.175,188,550,dynamic
CausalContinousModel,3.0,11.4,0.2,90.833,138,77,58,44.563,188,550,dynamic
AverageOperationModel,-0.0,7.8,0.0,85.0,140,47,64,46.64,188,550,dynamic
LogNormalDistributionModel,9.0,17.6,0.1,100.833,143,98,64,44.972,188,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,34.885,189,550,dynamic
CausalContinousModel,0.0,14.1,-0.1,98.167,67,70,159,36.005,189,550,dynamic
AverageOperationModel,-2.0,12.2,0.0,94.833,45,74,159,35.23,189,550,dynamic
LogNormalDistributionModel,5.0,9.8,0.1,95.167,52,72,159,33.82,189,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,60.757,190,550,dynamic
CausalContinousModel,2.0,11.8,0.0,101.833,75,130,98,62.983,190,550,dynamic
AverageOperationModel,-3.0,6.5,-0.1,98.667,59,121,121,61.458,190,550,dynamic
LogNormalDistributionModel,-2.0,7.4,-0.2,96.667,69,119,104,60.865,190,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,51.225,191,550,dynamic
CausalContinousModel,0.0,9.8,0.1,94.167,94,93,94,52.142,191,550,dynamic
AverageOperationModel,-1.0,5.9,0.0,71.0,49,89,79,50.323,191,550,dynamic
LogNormalDistributionModel,-4.0,10.4,-0.1,73.333,75,85,69,50.973,191,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,35.572,192,550,dynamic
CausalContinousModel,-2.0,15.4,0.1,88.0,27,107,123,34.197,192,550,dynamic
AverageOperationModel,1.0,11.5,0.1,71.667,25,112,77,36.818,192,550,dynamic
LogNormalDistributionModel,-4.0,8.3,0.0,99.5,26,112,158,37.238,192,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,57.333,193,550,dynamic
CausalContinousModel,-2.0,8.7,-0.1,101.667,56,120,134,58.123,193,550,dynamic
AverageOperationModel,-5.0,9.3,0.0,96.167,43,120,123,54.258,193,550,dynamic
LogNormalDistributionModel,-3.0,14.1,0.0,105.333,67,113,128,56.148,193,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,54.343,194,550,dynamic
CausalContinousModel,-2.0,14.3,0.1,92.667,76,123,78,56.087,194,550,dynamic
AverageOperationModel,-3.0,13.0,0.0,101.667,88,137,83,55.288,194,550,dynamic
LogNormalDistributionModel,-3.0,11.8,-0.1,93.667,77,117,80,55.272,194,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,41.46,195,550,dynamic
CausalContinousModel,-6.0,12.9,-0.2,104.667,115,114,81,38.887,195,550,dynamic
AverageOperationModel,-4.0,11.2,0.0,96.0,97,118,68,38.465,195,550,dynamic
LogNormalDistributionModel,-2.0,14.8,0.0,107.0,127,127,64,41.247,195,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,51.565,196,550,dynamic
CausalContinousModel,6.0,11.0,-0.2,109.833,104,124,98,52.163,196,550,dynamic
AverageOperationModel,3.0,9.6,-0.2,106.333,114,119,86,52.498,196,550,dynamic
LogNormalDistributionModel,4.0,11.0,-0.1,108.5,127,117,82,53.668,196,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,51.11,197,550,dynamic
CausalContinousModel,4.0,12.6,0.1,72.167,81,95,46,51.228,197,550,dynamic
AverageOperationModel,1.0,7.1,0.1,70.667,82,83,50,51.505,197,550,dynamic
LogNormalDistributionModel,2.0,11.6,0.2,68.333,60,94,55,50.872,197,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,48.978,198,550,dynamic
CausalContinousModel,2.0,9.9,0.0,94.5,68,48,163,47.057,198,550,dynamic
AverageOperationModel,1.0,6.4,0.0,94.167,86,34,158,46.38,198,550,dynamic
LogNormalDistributionModel,-1.0,8.2,0.0,98.667,74,67,156,46.133,198,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,47.843,199,550,dynamic
CausalContinousModel,-0.0,8.5,-0.1,97.833,109,65,122,47.41,199,550,dynamic
AverageOperationModel,-4.0,12.0,0.0,95.667,118,60,112,48.557,199,550,dynamic
LogNormalDistributionModel,1.0,11.5,0.2,102.333,123,66,114,47.11,199,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,54.273,200,550,dynamic
CausalContinousModel,-2.0,8.9,-0.2,91.833,100,87,92,54.763,200,550,dynamic
AverageOperationModel,2.0,8.4,0.0,91.5,118,82,69,54.203,200,550,dynamic
LogNormalDistributionModel,1.0,10.0,0.1,107.0,121,89,111,53.86,200,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,44.847,201,550,dynamic
CausalContinousModel,7.0,13.3,0.3,100.333,116,66,118,42.425,201,550,dynamic
AverageOperationModel,3.0,6.0,0.2,95.5,111,70,105,43.138,201,550,dynamic
LogNormalDistributionModel,5.0,9.8,0.4,102.5,105,62,137,41.655,201,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,53.533,202,550,dynamic
CausalContinousModel,1.0,10.6,0.1,111.167,106,158,69,53.352,202,550,dynamic
AverageOperationModel,-6.0,10.7,0.0,115.167,92,161,95,50.478,202,550,dynamic
LogNormalDistributionModel,-5.0,12.2,0.1,120.667,110,154,96,53.885,202,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.523,203,550,dynamic
CausalContinousModel,5.0,10.9,0.1,86.0,146,95,17,47.85,203,550,dynamic
AverageOperationModel,2.0,10.5,0.0,97.333,160,105,28,45.132,203,550,dynamic
LogNormalDistributionModel,-1.0,8.5,-0.2,75.833,123,82,18,45.732,203,550,dynamic
