Model,makespan (over all),avg abs start deviation,avg duration deviation,levenshtein_seq_sim,a1_0_seq_sim,a2_0_seq_sim,a3_0_seq_sim,overall_tool_changes,seed,instance,priority_rule
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,59.267,166,550,fcfs
CausalModel,60.0,107.3,0.1,22.333,0,36,31,59.777,166,550,fcfs
AverageOperationModel,4.0,6.5,0.0,9.667,0,18,11,59.533,166,550,fcfs
LogNormalDistributionModel,9.0,14.1,0.1,9.333,0,21,7,59.16,166,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,56.577,167,550,fcfs
CausalModel,95.0,121.2,0.1,35.333,46,34,26,57.1,167,550,fcfs
AverageOperationModel,4.0,8.1,0.0,35.667,51,28,28,57.617,167,550,fcfs
LogNormalDistributionModel,6.0,15.0,0.1,41.333,30,54,40,56.197,167,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,44.923,168,550,fcfs
CausalModel,34.0,118.0,0.1,6.0,18,0,0,44.66,168,550,fcfs
AverageOperationModel,2.0,5.4,0.0,2.0,6,0,0,44.66,168,550,fcfs
LogNormalDistributionModel,4.0,21.8,0.1,5.333,16,0,0,44.66,168,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,55.127,169,550,fcfs
CausalModel,30.0,112.0,0.0,9.667,23,0,6,55.267,169,550,fcfs
AverageOperationModel,3.0,7.9,0.1,8.667,22,0,4,55.403,169,550,fcfs
LogNormalDistributionModel,2.0,12.0,0.1,11.333,32,0,2,55.403,169,550,fcfs
