Model,makespan (over all),avg abs start deviation,avg duration deviation,levenshtein_seq_sim,a1_0_seq_sim,a2_0_seq_sim,a3_0_seq_sim,overall_tool_changes,seed,instance,priority_rule
AverageOperationModel,14.0,11.6,0.1,2.333,0,0,7,35.52,1552,550,fcfs
LogNormalDistributionModel,6.0,8.5,0.4,7.0,0,0,21,34.63,1552,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.073,1553,550,fcfs
CausalModel,18.0,9.6,0.1,3.333,0,0,10,35.52,1553,550,fcfs
AverageOperationModel,30.0,15.1,0.1,4.667,0,0,14,35.52,1553,550,fcfs
LogNormalDistributionModel,7.0,12.2,0.1,17.667,0,0,53,36.407,1553,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.52,1554,550,fcfs
CausalModel,11.0,7.3,0.1,2.0,0,0,6,35.52,1554,550,fcfs
AverageOperationModel,31.0,16.2,0.0,9.667,0,0,29,34.187,1554,550,fcfs
LogNormalDistributionModel,8.0,14.4,0.3,21.667,0,0,65,36.853,1554,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.963,1555,550,fcfs
CausalModel,5.0,7.3,0.1,11.333,0,0,34,35.963,1555,550,fcfs
AverageOperationModel,25.0,16.6,0.0,10.667,0,0,32,35.52,1555,550,fcfs
LogNormalDistributionModel,3.0,6.9,0.2,5.333,0,0,16,35.963,1555,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,33.74,1556,550,fcfs
CausalModel,10.0,12.8,0.1,17.667,0,0,53,35.963,1556,550,fcfs
AverageOperationModel,15.0,12.6,0.0,17.333,0,0,52,35.52,1556,550,fcfs
LogNormalDistributionModel,4.0,9.0,0.0,17.0,0,0,51,34.63,1556,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,34.187,1557,550,fcfs
CausalModel,21.0,10.9,0.2,15.333,0,0,46,34.187,1557,550,fcfs
AverageOperationModel,17.0,14.3,0.2,13.333,0,0,40,35.52,1557,550,fcfs
LogNormalDistributionModel,5.0,10.5,0.1,22.0,0,0,66,35.52,1557,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.52,1558,550,fcfs
CausalModel,28.0,18.5,0.8,6.667,0,0,20,35.52,1558,550,fcfs
AverageOperationModel,5.0,5.7,0.6,1.667,0,0,5,35.52,1558,550,fcfs
LogNormalDistributionModel,1.0,7.4,0.5,10.333,0,0,31,35.52,1558,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.963,1559,550,fcfs
CausalModel,1.0,10.8,0.0,17.0,0,0,51,33.74,1559,550,fcfs
AverageOperationModel,24.0,17.7,0.2,14.333,0,0,43,35.52,1559,550,fcfs
LogNormalDistributionModel,7.0,14.1,0.4,19.333,0,0,58,35.073,1559,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,34.63,1560,550,fcfs
CausalModel,7.0,10.7,0.1,12.333,0,0,37,35.963,1560,550,fcfs
AverageOperationModel,21.0,13.8,0.0,19.0,0,0,57,35.52,1560,550,fcfs
LogNormalDistributionModel,9.0,8.2,0.0,10.667,0,0,32,35.52,1560,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.52,1561,550,fcfs
CausalModel,0.0,7.3,0.0,11.0,0,0,33,35.963,1561,550,fcfs
AverageOperationModel,25.0,13.1,0.4,7.667,0,0,23,35.52,1561,550,fcfs
LogNormalDistributionModel,4.0,7.3,0.5,11.333,0,0,34,35.963,1561,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.52,1562,550,fcfs
CausalModel,8.0,23.9,0.2,22.333,0,0,67,36.853,1562,550,fcfs
AverageOperationModel,0.0,11.5,0.1,20.333,0,0,61,34.187,1562,550,fcfs
LogNormalDistributionModel,3.0,10.5,0.0,19.0,0,0,57,34.187,1562,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,36.853,1563,550,fcfs
CausalModel,29.0,21.5,0.1,18.0,0,0,54,33.74,1563,550,fcfs
AverageOperationModel,5.0,17.8,0.0,17.0,0,0,51,35.52,1563,550,fcfs
LogNormalDistributionModel,6.0,8.8,0.0,16.667,0,0,50,35.963,1563,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.52,1564,550,fcfs
CausalModel,15.0,20.6,0.6,10.0,0,0,30,36.853,1564,550,fcfs
AverageOperationModel,12.0,10.4,0.2,17.667,0,0,53,34.187,1564,550,fcfs
LogNormalDistributionModel,6.0,8.9,0.1,20.0,0,0,60,34.63,1564,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.963,1565,550,fcfs
CausalModel,7.0,9.4,0.3,18.0,0,0,54,35.963,1565,550,fcfs
AverageOperationModel,1.0,8.0,0.2,11.667,0,0,35,35.52,1565,550,fcfs
LogNormalDistributionModel,10.0,9.4,0.1,13.667,0,0,41,35.52,1565,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,33.74,1566,550,fcfs
CausalModel,10.0,11.7,0.0,20.333,0,0,61,35.963,1566,550,fcfs
AverageOperationModel,18.0,11.2,0.2,20.0,0,0,60,35.52,1566,550,fcfs
LogNormalDistributionModel,0.0,5.4,0.4,11.667,0,0,35,34.63,1566,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,34.63,1567,550,fcfs
CausalModel,1.0,8.8,0.1,16.333,0,0,49,35.963,1567,550,fcfs
AverageOperationModel,6.0,4.9,0.3,2.667,0,0,8,34.187,1567,550,fcfs
LogNormalDistributionModel,3.0,4.7,0.4,2.0,0,0,6,34.187,1567,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.073,1568,550,fcfs
CausalModel,4.0,5.4,0.2,11.667,0,0,35,35.52,1568,550,fcfs
AverageOperationModel,19.0,11.1,0.1,6.667,0,0,20,35.52,1568,550,fcfs
LogNormalDistributionModel,11.0,9.3,0.3,16.0,0,0,48,33.74,1568,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.073,1569,550,fcfs
CausalModel,10.0,17.1,0.5,10.0,0,0,30,35.963,1569,550,fcfs
AverageOperationModel,14.0,8.1,0.5,4.0,0,0,12,35.52,1569,550,fcfs
LogNormalDistributionModel,7.0,5.1,0.3,5.333,0,0,16,34.63,1569,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.52,1570,550,fcfs
CausalModel,4.0,9.7,0.3,9.667,0,0,29,35.963,1570,550,fcfs
AverageOperationModel,30.0,15.0,0.1,8.0,0,0,24,35.52,1570,550,fcfs
LogNormalDistributionModel,1.0,7.1,0.2,12.0,0,0,36,35.073,1570,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.52,1571,550,fcfs
CausalModel,31.0,17.8,0.5,12.667,0,0,38,35.073,1571,550,fcfs
AverageOperationModel,8.0,5.5,0.3,0.667,0,0,2,35.52,1571,550,fcfs
LogNormalDistributionModel,4.0,6.8,0.3,11.333,0,0,34,34.63,1571,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.52,1572,550,fcfs
CausalModel,6.0,11.6,0.3,19.0,0,0,57,34.187,1572,550,fcfs
AverageOperationModel,27.0,17.7,0.1,5.667,0,0,17,35.52,1572,550,fcfs
LogNormalDistributionModel,1.0,6.0,0.1,11.667,0,0,35,35.963,1572,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.963,1573,550,fcfs
CausalModel,12.0,10.9,0.4,11.0,0,0,33,35.073,1573,550,fcfs
AverageOperationModel,22.0,12.9,0.3,12.667,0,0,38,35.52,1573,550,fcfs
LogNormalDistributionModel,22.0,12.3,0.4,14.333,0,0,43,34.63,1573,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.52,1574,550,fcfs
CausalModel,6.0,13.9,0.4,7.333,0,0,22,35.963,1574,550,fcfs
AverageOperationModel,23.0,13.3,0.0,19.667,0,0,59,34.187,1574,550,fcfs
LogNormalDistributionModel,12.0,9.5,0.0,6.667,0,0,20,35.963,1574,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.52,1575,550,fcfs
CausalModel,7.0,8.1,0.0,8.333,0,0,25,34.63,1575,550,fcfs
AverageOperationModel,12.0,6.6,0.0,3.667,0,0,11,35.52,1575,550,fcfs
LogNormalDistributionModel,0.0,13.3,0.1,19.667,0,0,59,34.63,1575,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.52,1576,550,fcfs
CausalModel,11.0,11.8,0.1,20.333,0,0,61,35.52,1576,550,fcfs
AverageOperationModel,19.0,15.1,0.0,14.333,0,0,43,34.187,1576,550,fcfs
LogNormalDistributionModel,15.0,12.4,0.2,17.667,0,0,53,34.63,1576,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.963,1577,550,fcfs
CausalModel,26.0,18.9,0.0,20.333,0,0,61,34.187,1577,550,fcfs
AverageOperationModel,1.0,10.5,0.1,13.0,0,0,39,35.52,1577,550,fcfs
LogNormalDistributionModel,2.0,9.0,0.0,19.333,0,0,58,36.853,1577,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,36.407,1578,550,fcfs
CausalModel,16.0,12.6,0.0,14.667,0,0,44,34.63,1578,550,fcfs
AverageOperationModel,14.0,10.9,0.1,13.333,0,0,40,35.52,1578,550,fcfs
LogNormalDistributionModel,3.0,5.7,0.3,13.667,0,0,41,35.073,1578,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.963,1579,550,fcfs
CausalModel,2.0,10.4,0.2,17.667,0,0,53,34.187,1579,550,fcfs
AverageOperationModel,32.0,17.0,0.0,7.333,0,0,22,35.52,1579,550,fcfs
LogNormalDistributionModel,18.0,12.0,0.3,13.0,0,0,39,35.073,1579,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.963,1580,550,fcfs
CausalModel,26.0,21.7,0.1,23.667,0,0,71,33.74,1580,550,fcfs
AverageOperationModel,17.0,14.9,0.0,7.667,0,0,23,36.407,1580,550,fcfs
LogNormalDistributionModel,8.0,7.0,0.3,12.0,0,0,36,36.407,1580,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,33.297,1581,550,fcfs
CausalModel,8.0,8.3,0.1,14.667,0,0,44,35.52,1581,550,fcfs
AverageOperationModel,20.0,12.9,0.0,19.333,0,0,58,35.52,1581,550,fcfs
LogNormalDistributionModel,5.0,17.5,0.3,21.667,0,0,65,37.74,1581,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,36.407,1582,550,fcfs
CausalModel,1.0,15.5,0.0,18.333,0,0,55,33.297,1582,550,fcfs
AverageOperationModel,29.0,16.7,0.1,15.0,0,0,45,35.52,1582,550,fcfs
LogNormalDistributionModel,13.0,10.1,0.4,17.667,0,0,53,35.52,1582,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,33.74,1583,550,fcfs
CausalModel,2.0,9.8,0.7,17.333,0,0,52,35.963,1583,550,fcfs
AverageOperationModel,14.0,8.6,0.4,10.0,0,0,30,34.187,1583,550,fcfs
LogNormalDistributionModel,2.0,9.3,0.4,15.0,0,0,45,35.073,1583,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,34.63,1584,550,fcfs
CausalModel,3.0,7.9,0.6,11.667,0,0,35,33.74,1584,550,fcfs
AverageOperationModel,3.0,6.8,0.4,14.667,0,0,44,34.187,1584,550,fcfs
LogNormalDistributionModel,1.0,12.9,0.9,13.0,0,0,39,33.74,1584,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,34.63,1585,550,fcfs
CausalModel,5.0,8.1,0.4,13.0,0,0,39,34.187,1585,550,fcfs
AverageOperationModel,9.0,6.9,0.4,5.333,0,0,16,34.187,1585,550,fcfs
LogNormalDistributionModel,8.0,6.8,0.3,10.333,0,0,31,34.187,1585,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,34.187,1586,550,fcfs
CausalModel,9.0,15.8,0.3,18.333,0,0,55,35.52,1586,550,fcfs
AverageOperationModel,27.0,13.6,0.3,2.333,0,0,7,34.187,1586,550,fcfs
LogNormalDistributionModel,16.0,10.7,0.2,7.667,0,0,23,33.74,1586,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.52,1587,550,fcfs
CausalModel,4.0,6.5,0.1,8.0,0,0,24,35.52,1587,550,fcfs
AverageOperationModel,16.0,11.0,0.0,6.0,0,0,18,35.52,1587,550,fcfs
LogNormalDistributionModel,15.0,9.3,0.0,12.333,0,0,37,36.407,1587,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.52,1588,550,fcfs
CausalModel,3.0,7.4,0.4,15.0,0,0,45,35.073,1588,550,fcfs
AverageOperationModel,18.0,10.4,0.3,6.667,0,0,20,35.52,1588,550,fcfs
LogNormalDistributionModel,9.0,7.0,0.5,9.667,0,0,29,35.963,1588,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,34.187,1589,550,fcfs
CausalModel,6.0,14.0,0.4,21.0,0,0,63,35.963,1589,550,fcfs
AverageOperationModel,3.0,5.6,0.1,14.333,0,0,43,35.52,1589,550,fcfs
LogNormalDistributionModel,2.0,7.6,0.3,16.667,0,0,50,36.407,1589,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.073,1590,550,fcfs
CausalModel,10.0,10.6,0.3,18.667,0,0,56,36.407,1590,550,fcfs
AverageOperationModel,1.0,5.0,0.2,8.0,0,0,24,35.52,1590,550,fcfs
LogNormalDistributionModel,8.0,17.9,0.4,21.333,0,0,64,35.073,1590,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.52,1591,550,fcfs
CausalModel,5.0,7.8,0.3,4.667,0,0,14,35.073,1591,550,fcfs
AverageOperationModel,10.0,12.5,0.3,20.667,0,0,62,34.187,1591,550,fcfs
LogNormalDistributionModel,5.0,6.0,0.0,9.0,0,0,27,35.963,1591,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.52,1592,550,fcfs
CausalModel,8.0,9.5,0.2,19.333,0,0,58,33.74,1592,550,fcfs
AverageOperationModel,22.0,14.0,0.1,20.0,0,0,60,34.187,1592,550,fcfs
LogNormalDistributionModel,3.0,9.6,0.1,16.0,0,0,48,33.74,1592,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.073,1593,550,fcfs
CausalModel,12.0,8.6,0.4,6.667,0,0,20,34.187,1593,550,fcfs
AverageOperationModel,24.0,14.0,0.4,19.0,0,0,57,35.52,1593,550,fcfs
LogNormalDistributionModel,8.0,11.7,0.3,14.0,0,0,42,34.63,1593,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.073,1594,550,fcfs
CausalModel,3.0,15.8,0.6,8.333,0,0,25,35.52,1594,550,fcfs
AverageOperationModel,7.0,8.0,0.4,13.333,0,0,40,35.52,1594,550,fcfs
LogNormalDistributionModel,0.0,7.0,0.5,16.0,0,0,48,35.52,1594,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,34.63,1595,550,fcfs
CausalModel,25.0,18.4,0.4,22.667,0,0,68,35.963,1595,550,fcfs
AverageOperationModel,23.0,16.6,0.5,12.667,0,0,38,35.52,1595,550,fcfs
LogNormalDistributionModel,17.0,10.6,0.3,16.333,0,0,49,35.073,1595,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,34.187,1596,550,fcfs
CausalModel,2.0,7.5,0.1,7.333,0,0,22,33.74,1596,550,fcfs
AverageOperationModel,18.0,11.0,0.1,8.667,0,0,26,34.187,1596,550,fcfs
LogNormalDistributionModel,6.0,10.6,0.1,19.667,0,0,59,35.963,1596,550,fcfs
