Model,makespan (over all),avg abs start deviation,avg duration deviation,levenshtein_seq_sim,a1_0_seq_sim,a2_0_seq_sim,a3_0_seq_sim,overall_tool_changes,seed,instance,priority_rule
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.407,1547,550,fcfs
CausalModel,12.0,7.6,0.0,11.333,0,0,34,45.517,1547,550,fcfs
AverageOperationModel,30.0,15.7,0.2,7.333,0,0,22,46.407,1547,550,fcfs
LogNormalDistributionModel,12.0,15.1,0.3,21.333,0,0,64,46.85,1547,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.85,1548,550,fcfs
CausalModel,1.0,4.4,0.1,3.0,0,0,9,47.293,1548,550,fcfs
AverageOperationModel,5.0,10.5,0.1,24.0,0,0,72,46.407,1548,550,fcfs
LogNormalDistributionModel,10.0,11.6,0.2,24.333,0,0,73,45.517,1548,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.407,1549,550,fcfs
CausalModel,2.0,10.2,0.5,19.0,0,0,57,46.85,1549,550,fcfs
AverageOperationModel,24.0,12.2,0.2,2.667,0,0,8,46.407,1549,550,fcfs
LogNormalDistributionModel,11.0,7.9,0.1,10.333,0,0,31,46.85,1549,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.85,1550,550,fcfs
CausalModel,0.0,5.4,0.0,12.0,0,0,36,45.073,1550,550,fcfs
AverageOperationModel,30.0,15.8,0.2,8.0,0,0,24,46.407,1550,550,fcfs
LogNormalDistributionModel,1.0,8.1,0.1,13.667,0,0,41,45.073,1550,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.407,1551,550,fcfs
CausalModel,14.0,14.8,0.6,19.0,0,0,57,46.407,1551,550,fcfs
AverageOperationModel,26.0,14.4,0.3,8.0,0,0,24,46.85,1551,550,fcfs
LogNormalDistributionModel,1.0,8.1,0.6,16.667,0,0,50,46.85,1551,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.85,1552,550,fcfs
CausalModel,1.0,7.2,0.4,12.667,0,0,38,46.407,1552,550,fcfs
AverageOperationModel,24.0,13.2,0.2,23.667,0,0,71,46.407,1552,550,fcfs
LogNormalDistributionModel,2.0,6.0,0.5,7.0,0,0,21,45.517,1552,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.407,1553,550,fcfs
CausalModel,8.0,12.8,0.3,20.333,0,0,61,44.627,1553,550,fcfs
AverageOperationModel,25.0,16.1,0.3,20.333,0,0,61,47.293,1553,550,fcfs
LogNormalDistributionModel,12.0,14.2,0.1,22.333,0,0,67,47.293,1553,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,45.073,1554,550,fcfs
CausalModel,26.0,14.2,0.1,14.0,0,0,42,45.96,1554,550,fcfs
AverageOperationModel,10.0,7.5,0.1,14.333,0,0,43,44.183,1554,550,fcfs
LogNormalDistributionModel,9.0,7.4,0.3,10.0,0,0,30,44.627,1554,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,45.517,1555,550,fcfs
CausalModel,11.0,14.4,0.0,22.333,0,0,67,46.85,1555,550,fcfs
AverageOperationModel,31.0,19.6,0.1,20.667,0,0,62,46.407,1555,550,fcfs
LogNormalDistributionModel,2.0,13.4,0.3,21.667,0,0,65,46.85,1555,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.407,1556,550,fcfs
CausalModel,10.0,7.6,0.1,5.667,0,0,17,46.85,1556,550,fcfs
AverageOperationModel,22.0,17.8,0.1,5.0,0,0,15,46.407,1556,550,fcfs
LogNormalDistributionModel,11.0,8.2,0.0,14.333,0,0,43,45.073,1556,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,44.627,1557,550,fcfs
CausalModel,11.0,18.0,0.2,22.333,0,0,67,46.407,1557,550,fcfs
AverageOperationModel,15.0,11.7,0.2,20.333,0,0,61,46.407,1557,550,fcfs
LogNormalDistributionModel,1.0,6.6,0.1,15.0,0,0,45,45.073,1557,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.85,1558,550,fcfs
CausalModel,2.0,19.4,0.8,23.667,0,0,71,48.183,1558,550,fcfs
AverageOperationModel,8.0,6.2,0.6,2.0,0,0,6,46.407,1558,550,fcfs
LogNormalDistributionModel,6.0,7.9,0.5,8.333,0,0,25,47.293,1558,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,45.96,1559,550,fcfs
CausalModel,15.0,8.6,0.1,14.333,0,0,43,46.407,1559,550,fcfs
AverageOperationModel,23.0,13.9,0.2,7.0,0,0,21,46.407,1559,550,fcfs
LogNormalDistributionModel,5.0,10.3,0.4,18.333,0,0,55,46.85,1559,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.85,1560,550,fcfs
CausalModel,15.0,17.5,0.0,24.333,0,0,73,45.517,1560,550,fcfs
AverageOperationModel,18.0,10.7,0.0,22.0,0,0,66,46.407,1560,550,fcfs
LogNormalDistributionModel,11.0,9.8,0.2,22.0,0,0,66,45.96,1560,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.407,1561,550,fcfs
CausalModel,1.0,9.0,0.1,10.0,0,0,30,46.85,1561,550,fcfs
AverageOperationModel,17.0,14.6,0.4,23.333,0,0,70,44.627,1561,550,fcfs
LogNormalDistributionModel,5.0,13.5,0.5,21.333,0,0,64,46.407,1561,550,fcfs
