Model,makespan (over all),avg abs start deviation,avg duration deviation,levenshtein_seq_sim,a1_0_seq_sim,a2_0_seq_sim,a3_0_seq_sim,overall_tool_changes,seed,instance,priority_rule
TruthModel,0.0,0.0,0.0,0.0,0,0,0,44.627,1562,550,fcfs
CausalModel,12.0,20.3,0.2,25.333,0,0,76,47.74,1562,550,fcfs
AverageOperationModel,11.0,8.8,0.1,13.333,0,0,40,46.407,1562,550,fcfs
LogNormalDistributionModel,3.0,8.0,0.1,17.0,0,0,51,44.183,1562,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,44.627,1563,550,fcfs
CausalModel,6.0,8.3,0.2,16.333,0,0,49,45.96,1563,550,fcfs
AverageOperationModel,18.0,12.1,0.1,13.0,0,0,39,46.407,1563,550,fcfs
LogNormalDistributionModel,15.0,7.8,0.1,11.667,0,0,35,45.517,1563,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.85,1564,550,fcfs
CausalModel,2.0,14.6,0.4,19.333,0,0,58,47.293,1564,550,fcfs
AverageOperationModel,21.0,15.6,0.0,9.0,0,0,27,46.407,1564,550,fcfs
LogNormalDistributionModel,3.0,6.4,0.0,14.0,0,0,42,45.96,1564,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.85,1565,550,fcfs
CausalModel,3.0,19.8,0.4,26.0,0,0,78,45.073,1565,550,fcfs
AverageOperationModel,23.0,12.8,0.2,7.0,0,0,21,46.85,1565,550,fcfs
LogNormalDistributionModel,21.0,13.7,0.1,20.667,0,0,62,46.85,1565,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,45.073,1566,550,fcfs
CausalModel,8.0,7.0,0.2,15.333,0,0,46,45.96,1566,550,fcfs
AverageOperationModel,31.0,17.8,0.1,20.667,0,0,62,46.407,1566,550,fcfs
LogNormalDistributionModel,10.0,8.1,0.2,16.667,0,0,50,44.627,1566,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.85,1567,550,fcfs
CausalModel,10.0,9.7,0.1,12.333,0,0,37,46.407,1567,550,fcfs
AverageOperationModel,17.0,10.2,0.3,23.667,0,0,71,46.407,1567,550,fcfs
LogNormalDistributionModel,0.0,10.4,0.5,19.333,0,0,58,48.183,1567,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.85,1568,550,fcfs
CausalModel,14.0,16.2,0.2,21.667,0,0,65,46.85,1568,550,fcfs
AverageOperationModel,14.0,9.4,0.1,13.333,0,0,40,46.407,1568,550,fcfs
LogNormalDistributionModel,11.0,10.0,0.3,18.0,0,0,54,45.96,1568,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.85,1569,550,fcfs
CausalModel,1.0,20.2,0.6,20.0,0,0,60,46.407,1569,550,fcfs
AverageOperationModel,23.0,13.2,0.6,20.333,0,0,61,46.407,1569,550,fcfs
LogNormalDistributionModel,8.0,18.7,0.4,22.667,0,0,68,46.407,1569,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,45.96,1570,550,fcfs
CausalModel,0.0,9.0,0.2,8.667,0,0,26,45.96,1570,550,fcfs
AverageOperationModel,23.0,14.8,0.0,17.0,0,0,51,47.293,1570,550,fcfs
LogNormalDistributionModel,2.0,5.2,0.0,8.0,0,0,24,46.85,1570,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,45.517,1571,550,fcfs
CausalModel,8.0,9.7,0.5,17.667,0,0,53,45.96,1571,550,fcfs
AverageOperationModel,12.0,14.8,0.4,21.0,0,0,63,47.293,1571,550,fcfs
LogNormalDistributionModel,9.0,9.6,0.3,10.0,0,0,30,45.96,1571,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,45.073,1572,550,fcfs
CausalModel,8.0,10.9,0.2,18.333,0,0,55,46.407,1572,550,fcfs
AverageOperationModel,26.0,14.6,0.2,15.0,0,0,45,46.407,1572,550,fcfs
LogNormalDistributionModel,13.0,14.9,0.1,24.0,0,0,72,46.407,1572,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.407,1573,550,fcfs
CausalModel,1.0,8.7,0.4,18.0,0,0,54,46.85,1573,550,fcfs
AverageOperationModel,26.0,13.7,0.2,12.333,0,0,37,46.407,1573,550,fcfs
LogNormalDistributionModel,14.0,8.6,0.3,13.0,0,0,39,44.183,1573,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,45.96,1574,550,fcfs
CausalModel,0.0,14.4,0.5,10.333,0,0,31,45.073,1574,550,fcfs
AverageOperationModel,15.0,8.3,0.1,7.333,0,0,22,46.407,1574,550,fcfs
LogNormalDistributionModel,0.0,7.9,0.1,9.667,0,0,29,45.96,1574,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.407,1575,550,fcfs
CausalModel,10.0,11.0,0.2,9.0,0,0,27,47.293,1575,550,fcfs
AverageOperationModel,20.0,15.1,0.1,17.667,0,0,53,44.627,1575,550,fcfs
LogNormalDistributionModel,14.0,9.6,0.1,20.0,0,0,60,46.407,1575,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.407,1576,550,fcfs
CausalModel,18.0,12.8,0.2,15.667,0,0,47,45.073,1576,550,fcfs
AverageOperationModel,28.0,14.8,0.0,3.0,0,0,9,46.407,1576,550,fcfs
LogNormalDistributionModel,11.0,8.2,0.2,15.0,0,0,45,46.85,1576,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,47.74,1577,550,fcfs
CausalModel,3.0,6.5,0.0,6.667,0,0,20,47.293,1577,550,fcfs
AverageOperationModel,12.0,12.7,0.1,23.0,0,0,69,46.407,1577,550,fcfs
LogNormalDistributionModel,2.0,7.4,0.0,13.333,0,0,40,49.073,1577,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,45.517,1578,550,fcfs
CausalModel,19.0,11.9,0.2,14.0,0,0,42,44.627,1578,550,fcfs
AverageOperationModel,10.0,7.7,0.3,13.333,0,0,40,46.407,1578,550,fcfs
LogNormalDistributionModel,5.0,9.0,0.5,23.0,0,0,69,47.293,1578,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,47.293,1579,550,fcfs
CausalModel,10.0,13.1,0.2,18.0,0,0,54,46.407,1579,550,fcfs
AverageOperationModel,31.0,16.7,0.1,13.667,0,0,41,46.407,1579,550,fcfs
LogNormalDistributionModel,18.0,13.9,0.2,20.333,0,0,61,45.96,1579,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.85,1580,550,fcfs
CausalModel,7.0,6.8,0.2,17.0,0,0,51,45.96,1580,550,fcfs
AverageOperationModel,20.0,11.7,0.1,9.667,0,0,29,46.407,1580,550,fcfs
LogNormalDistributionModel,2.0,6.2,0.3,10.0,0,0,30,46.85,1580,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.85,1581,550,fcfs
CausalModel,17.0,10.1,0.0,15.0,0,0,45,46.407,1581,550,fcfs
AverageOperationModel,17.0,11.9,0.0,22.333,0,0,67,46.407,1581,550,fcfs
LogNormalDistributionModel,12.0,20.4,0.3,22.667,0,0,68,45.073,1581,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.85,1582,550,fcfs
CausalModel,1.0,8.2,0.1,6.667,0,0,20,45.073,1582,550,fcfs
AverageOperationModel,22.0,12.3,0.0,22.667,0,0,68,46.407,1582,550,fcfs
LogNormalDistributionModel,8.0,12.3,0.3,16.667,0,0,50,46.85,1582,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,47.293,1583,550,fcfs
CausalModel,2.0,12.6,0.6,18.0,0,0,54,44.627,1583,550,fcfs
AverageOperationModel,6.0,5.4,0.4,14.667,0,0,44,46.407,1583,550,fcfs
LogNormalDistributionModel,7.0,8.5,0.3,19.0,0,0,57,46.407,1583,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.85,1584,550,fcfs
CausalModel,14.0,8.2,0.4,6.667,0,0,20,46.407,1584,550,fcfs
AverageOperationModel,20.0,11.8,0.3,8.667,0,0,26,46.407,1584,550,fcfs
LogNormalDistributionModel,15.0,14.2,0.9,21.333,0,0,64,46.85,1584,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,45.96,1585,550,fcfs
CausalModel,6.0,9.1,0.2,21.333,0,0,64,46.407,1585,550,fcfs
AverageOperationModel,30.0,16.8,0.2,24.667,0,0,74,46.407,1585,550,fcfs
LogNormalDistributionModel,0.0,5.7,0.1,7.333,0,0,22,46.85,1585,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,45.96,1586,550,fcfs
CausalModel,18.0,13.8,0.3,15.667,0,0,47,46.407,1586,550,fcfs
AverageOperationModel,4.0,8.4,0.2,14.333,0,0,43,44.183,1586,550,fcfs
LogNormalDistributionModel,1.0,8.5,0.0,14.333,0,0,43,45.517,1586,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,45.073,1587,550,fcfs
CausalModel,15.0,9.3,0.2,15.333,0,0,46,46.85,1587,550,fcfs
AverageOperationModel,8.0,7.9,0.0,17.0,0,0,51,44.627,1587,550,fcfs
LogNormalDistributionModel,16.0,10.0,0.0,16.0,0,0,48,45.517,1587,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,45.073,1588,550,fcfs
CausalModel,19.0,12.7,0.2,14.667,0,0,44,46.407,1588,550,fcfs
AverageOperationModel,8.0,6.1,0.3,9.333,0,0,28,46.407,1588,550,fcfs
LogNormalDistributionModel,1.0,7.1,0.5,11.0,0,0,33,45.517,1588,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,45.517,1589,550,fcfs
CausalModel,6.0,8.2,0.4,15.667,0,0,47,44.627,1589,550,fcfs
AverageOperationModel,22.0,12.9,0.1,10.0,0,0,30,46.407,1589,550,fcfs
LogNormalDistributionModel,20.0,12.0,0.2,20.667,0,0,62,46.85,1589,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,45.517,1590,550,fcfs
CausalModel,11.0,12.4,0.2,22.667,0,0,68,45.073,1590,550,fcfs
AverageOperationModel,31.0,17.9,0.1,18.667,0,0,56,46.407,1590,550,fcfs
LogNormalDistributionModel,17.0,19.6,0.3,20.0,0,0,60,46.407,1590,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.85,1591,550,fcfs
CausalModel,2.0,14.6,0.7,25.667,0,0,77,45.073,1591,550,fcfs
AverageOperationModel,5.0,9.5,0.5,11.333,0,0,34,47.293,1591,550,fcfs
LogNormalDistributionModel,4.0,12.5,0.2,23.0,0,0,69,48.627,1591,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.407,1592,550,fcfs
CausalModel,0.0,7.9,0.3,20.667,0,0,62,48.183,1592,550,fcfs
AverageOperationModel,1.0,7.6,0.1,14.667,0,0,44,46.85,1592,550,fcfs
LogNormalDistributionModel,13.0,11.3,0.0,21.667,0,0,65,47.293,1592,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,47.293,1593,550,fcfs
CausalModel,17.0,12.8,0.4,24.667,0,0,74,45.517,1593,550,fcfs
AverageOperationModel,22.0,12.6,0.3,23.333,0,0,70,46.407,1593,550,fcfs
LogNormalDistributionModel,8.0,10.2,0.2,2.667,0,0,8,46.85,1593,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.407,1594,550,fcfs
CausalModel,4.0,12.0,0.5,17.667,0,0,53,46.407,1594,550,fcfs
AverageOperationModel,19.0,14.8,0.3,11.667,0,0,35,46.407,1594,550,fcfs
LogNormalDistributionModel,6.0,8.4,0.3,17.333,0,0,52,46.85,1594,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,45.96,1595,550,fcfs
CausalModel,26.0,17.2,0.4,23.0,0,0,69,45.517,1595,550,fcfs
AverageOperationModel,23.0,17.6,0.5,25.0,0,0,75,44.627,1595,550,fcfs
LogNormalDistributionModel,13.0,9.5,0.4,21.667,0,0,65,45.517,1595,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.85,1596,550,fcfs
CausalModel,0.0,7.3,0.1,15.667,0,0,47,46.85,1596,550,fcfs
AverageOperationModel,24.0,14.6,0.1,23.667,0,0,71,46.407,1596,550,fcfs
LogNormalDistributionModel,6.0,9.7,0.4,17.0,0,0,51,45.96,1596,550,fcfs
