Model,makespan (over all),avg abs start deviation,avg duration deviation,levenshtein_seq_sim,a1_0_seq_sim,a2_0_seq_sim,a3_0_seq_sim,overall_tool_changes,seed,instance,priority_rule
CausalContinousModel,9.0,16.5,0.1,21.0,0,0,63,46.407,159,550,fcfs
AverageOperationModel,3.0,10.7,0.1,20.667,0,0,62,46.407,159,550,fcfs
LogNormalDistributionModel,10.0,16.1,0.5,19.0,0,0,57,45.517,159,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,46.85,160,550,fcfs
CausalContinousModel,20.0,11.4,0.5,11.667,0,0,35,45.96,160,550,fcfs
AverageOperationModel,0.0,7.1,0.1,19.667,0,0,59,46.407,160,550,fcfs
LogNormalDistributionModel,14.0,14.4,0.0,10.333,0,0,31,47.293,160,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,44.627,161,550,fcfs
CausalContinousModel,5.0,16.5,0.2,21.667,0,0,65,48.627,161,550,fcfs
AverageOperationModel,0.0,8.6,0.1,16.667,0,0,50,46.407,161,550,fcfs
LogNormalDistributionModel,3.0,7.9,0.3,12.0,0,0,36,44.627,161,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.96,162,550,fcfs
CausalContinousModel,8.0,9.3,0.6,18.0,0,0,54,47.74,162,550,fcfs
AverageOperationModel,10.0,7.3,0.2,11.0,0,0,33,47.74,162,550,fcfs
LogNormalDistributionModel,5.0,11.3,0.1,12.333,0,0,37,49.073,162,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,46.407,163,550,fcfs
CausalContinousModel,3.0,10.6,0.4,19.333,0,0,58,46.85,163,550,fcfs
AverageOperationModel,19.0,11.2,0.3,16.333,0,0,49,46.407,163,550,fcfs
LogNormalDistributionModel,11.0,10.7,0.2,17.333,0,0,52,45.96,163,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.517,164,550,fcfs
CausalContinousModel,19.0,11.5,0.8,13.333,0,0,40,44.627,164,550,fcfs
AverageOperationModel,14.0,12.0,0.3,10.667,0,0,32,45.073,164,550,fcfs
LogNormalDistributionModel,14.0,19.8,0.2,26.0,0,0,78,47.293,164,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,46.85,165,550,fcfs
CausalContinousModel,13.0,17.4,0.2,25.0,0,0,75,45.517,165,550,fcfs
AverageOperationModel,17.0,10.0,0.0,16.0,0,0,48,46.407,165,550,fcfs
LogNormalDistributionModel,5.0,11.3,0.3,19.667,0,0,59,47.293,165,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,44.627,166,550,fcfs
CausalContinousModel,7.0,9.9,0.1,19.667,0,0,59,46.407,166,550,fcfs
AverageOperationModel,10.0,6.0,0.2,6.667,0,0,20,44.183,166,550,fcfs
LogNormalDistributionModel,1.0,7.0,0.2,15.0,0,0,45,44.627,166,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,46.85,167,550,fcfs
CausalContinousModel,6.0,10.3,0.2,8.667,0,0,26,46.407,167,550,fcfs
AverageOperationModel,7.0,6.0,0.0,15.0,0,0,45,46.407,167,550,fcfs
LogNormalDistributionModel,2.0,6.3,0.2,9.333,0,0,28,45.517,167,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,46.85,168,550,fcfs
CausalContinousModel,11.0,14.2,0.1,24.667,0,0,74,45.517,168,550,fcfs
AverageOperationModel,20.0,10.7,0.4,16.0,0,0,48,46.407,168,550,fcfs
LogNormalDistributionModel,6.0,8.4,0.2,18.333,0,0,55,46.407,168,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,44.627,169,550,fcfs
CausalContinousModel,10.0,8.0,0.3,12.667,0,0,38,46.407,169,550,fcfs
AverageOperationModel,1.0,4.4,0.4,9.333,0,0,28,46.407,169,550,fcfs
LogNormalDistributionModel,18.0,15.0,0.5,25.667,0,0,77,48.183,169,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.96,170,550,fcfs
CausalContinousModel,2.0,11.2,0.1,21.0,0,0,63,46.85,170,550,fcfs
AverageOperationModel,5.0,10.0,0.4,17.667,0,0,53,46.407,170,550,fcfs
LogNormalDistributionModel,13.0,26.4,0.7,26.0,0,0,78,46.85,170,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.96,171,550,fcfs
CausalContinousModel,11.0,9.2,0.2,13.667,0,0,41,44.627,171,550,fcfs
AverageOperationModel,6.0,12.4,0.0,22.333,0,0,67,46.407,171,550,fcfs
LogNormalDistributionModel,23.0,16.4,0.2,23.0,0,0,69,44.183,171,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,46.85,172,550,fcfs
CausalContinousModel,9.0,7.8,0.8,13.667,0,0,41,46.85,172,550,fcfs
AverageOperationModel,8.0,10.9,0.3,24.333,0,0,73,46.85,172,550,fcfs
LogNormalDistributionModel,11.0,11.2,0.0,18.0,0,0,54,46.407,172,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,44.627,173,550,fcfs
CausalContinousModel,22.0,13.7,0.4,19.667,0,0,59,45.517,173,550,fcfs
AverageOperationModel,10.0,14.4,0.3,20.333,0,0,61,46.407,173,550,fcfs
LogNormalDistributionModel,8.0,14.1,0.2,25.333,0,0,76,45.517,173,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,44.627,174,550,fcfs
CausalContinousModel,0.0,11.4,0.3,18.667,0,0,56,46.407,174,550,fcfs
AverageOperationModel,3.0,7.2,0.1,16.0,0,0,48,46.407,174,550,fcfs
LogNormalDistributionModel,1.0,8.2,0.0,18.667,0,0,56,45.96,174,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,47.293,175,550,fcfs
CausalContinousModel,6.0,15.5,0.5,20.333,0,0,61,45.517,175,550,fcfs
AverageOperationModel,2.0,5.8,0.0,8.667,0,0,26,46.407,175,550,fcfs
LogNormalDistributionModel,20.0,12.6,0.1,18.667,0,0,56,46.85,175,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.96,176,550,fcfs
CausalContinousModel,26.0,14.8,0.1,24.333,0,0,73,47.74,176,550,fcfs
AverageOperationModel,6.0,13.2,0.1,20.667,0,0,62,46.407,176,550,fcfs
LogNormalDistributionModel,17.0,11.1,0.2,20.333,0,0,61,45.517,176,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,46.85,177,550,fcfs
CausalContinousModel,10.0,15.9,0.7,20.667,0,0,62,45.073,177,550,fcfs
AverageOperationModel,14.0,8.8,0.3,16.0,0,0,48,46.407,177,550,fcfs
LogNormalDistributionModel,1.0,9.2,0.4,15.0,0,0,45,46.85,177,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.96,178,550,fcfs
CausalContinousModel,15.0,20.1,0.1,21.0,0,0,63,46.407,178,550,fcfs
AverageOperationModel,20.0,14.7,0.1,13.667,0,0,41,46.407,178,550,fcfs
LogNormalDistributionModel,32.0,17.2,0.1,20.0,0,0,60,46.407,178,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,46.407,179,550,fcfs
CausalContinousModel,36.0,23.8,0.3,23.0,0,0,69,44.627,179,550,fcfs
AverageOperationModel,3.0,7.4,0.4,16.333,0,0,49,47.293,179,550,fcfs
LogNormalDistributionModel,12.0,8.9,0.3,16.667,0,0,50,47.293,179,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.517,180,550,fcfs
CausalContinousModel,36.0,18.0,0.1,11.0,0,0,33,45.96,180,550,fcfs
AverageOperationModel,1.0,7.1,0.1,15.0,0,0,45,44.183,180,550,fcfs
LogNormalDistributionModel,6.0,11.4,0.1,23.333,0,0,70,47.74,180,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,46.407,181,550,fcfs
CausalContinousModel,25.0,15.4,0.3,25.667,0,0,77,48.183,181,550,fcfs
AverageOperationModel,16.0,9.4,0.1,7.667,0,0,23,46.407,181,550,fcfs
LogNormalDistributionModel,16.0,9.5,0.4,15.0,0,0,45,45.073,181,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,46.85,182,550,fcfs
CausalContinousModel,25.0,19.3,0.3,24.333,0,0,73,46.407,182,550,fcfs
AverageOperationModel,14.0,13.8,0.0,14.333,0,0,43,46.85,182,550,fcfs
LogNormalDistributionModel,15.0,15.5,0.0,22.0,0,0,66,47.74,182,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,46.407,183,550,fcfs
CausalContinousModel,12.0,10.7,0.4,21.667,0,0,65,46.85,183,550,fcfs
AverageOperationModel,26.0,14.6,0.4,21.667,0,0,65,46.407,183,550,fcfs
LogNormalDistributionModel,14.0,12.3,0.5,23.333,0,0,70,45.073,183,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,48.183,184,550,fcfs
CausalContinousModel,4.0,12.2,0.5,21.0,0,0,63,46.85,184,550,fcfs
AverageOperationModel,5.0,18.5,0.2,21.0,0,0,63,46.407,184,550,fcfs
LogNormalDistributionModel,9.0,11.7,0.1,19.0,0,0,57,47.74,184,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.517,185,550,fcfs
CausalContinousModel,27.0,16.6,0.3,21.0,0,0,63,47.293,185,550,fcfs
AverageOperationModel,29.0,15.1,0.0,15.0,0,0,45,46.407,185,550,fcfs
LogNormalDistributionModel,10.0,9.1,0.3,11.333,0,0,34,45.96,185,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.96,186,550,fcfs
CausalContinousModel,3.0,11.1,0.6,22.333,0,0,67,46.407,186,550,fcfs
AverageOperationModel,18.0,10.7,0.4,6.333,0,0,19,45.96,186,550,fcfs
LogNormalDistributionModel,8.0,10.3,0.7,8.333,0,0,25,46.85,186,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.96,187,550,fcfs
CausalContinousModel,4.0,15.3,0.4,22.333,0,0,67,44.627,187,550,fcfs
AverageOperationModel,3.0,7.9,0.0,13.0,0,0,39,46.407,187,550,fcfs
LogNormalDistributionModel,1.0,10.6,0.0,21.0,0,0,63,46.85,187,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,46.85,188,550,fcfs
CausalContinousModel,1.0,11.9,0.2,22.0,0,0,66,44.183,188,550,fcfs
AverageOperationModel,1.0,6.2,0.2,17.333,0,0,52,46.407,188,550,fcfs
LogNormalDistributionModel,2.0,15.3,0.6,21.0,0,0,63,44.627,188,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,44.627,189,550,fcfs
CausalContinousModel,4.0,9.8,0.5,21.333,0,0,64,44.183,189,550,fcfs
AverageOperationModel,12.0,13.0,0.1,17.0,0,0,51,46.407,189,550,fcfs
LogNormalDistributionModel,7.0,14.5,0.2,19.0,0,0,57,45.96,189,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,46.85,190,550,fcfs
CausalContinousModel,7.0,8.1,0.2,16.667,0,0,50,45.96,190,550,fcfs
AverageOperationModel,4.0,8.2,0.1,16.0,0,0,48,44.627,190,550,fcfs
LogNormalDistributionModel,17.0,10.3,0.1,14.667,0,0,44,45.517,190,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,48.183,191,550,fcfs
CausalContinousModel,14.0,11.6,0.2,20.0,0,0,60,47.74,191,550,fcfs
AverageOperationModel,1.0,5.5,0.1,14.333,0,0,43,46.407,191,550,fcfs
LogNormalDistributionModel,5.0,19.2,0.1,26.0,0,0,78,49.073,191,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.96,192,550,fcfs
CausalContinousModel,31.0,16.5,0.2,11.333,0,0,34,47.74,192,550,fcfs
AverageOperationModel,8.0,11.1,0.3,24.667,0,0,74,46.407,192,550,fcfs
LogNormalDistributionModel,16.0,10.5,0.7,16.333,0,0,49,46.407,192,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,46.85,193,550,fcfs
CausalContinousModel,36.0,18.8,0.9,21.667,0,0,65,48.183,193,550,fcfs
AverageOperationModel,12.0,6.9,0.4,5.667,0,0,17,46.407,193,550,fcfs
LogNormalDistributionModel,13.0,14.3,0.0,15.0,0,0,45,45.96,193,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.517,194,550,fcfs
CausalContinousModel,13.0,26.7,0.4,27.333,0,0,82,47.293,194,550,fcfs
AverageOperationModel,5.0,11.7,0.2,16.0,0,0,48,46.407,194,550,fcfs
LogNormalDistributionModel,2.0,10.8,0.1,16.667,0,0,50,45.517,194,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.96,195,550,fcfs
CausalContinousModel,9.0,23.6,0.4,26.667,0,0,80,46.85,195,550,fcfs
AverageOperationModel,8.0,6.7,0.2,21.333,0,0,64,46.407,195,550,fcfs
LogNormalDistributionModel,11.0,8.8,0.1,18.667,0,0,56,45.517,195,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,47.74,196,550,fcfs
CausalContinousModel,7.0,12.7,0.1,15.0,0,0,45,46.407,196,550,fcfs
AverageOperationModel,8.0,10.7,0.3,25.0,0,0,75,46.407,196,550,fcfs
LogNormalDistributionModel,0.0,6.2,0.4,13.333,0,0,40,47.293,196,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,48.183,197,550,fcfs
CausalContinousModel,1.0,12.1,0.4,23.0,0,0,69,46.85,197,550,fcfs
AverageOperationModel,7.0,7.3,0.2,15.333,0,0,46,47.293,197,550,fcfs
LogNormalDistributionModel,6.0,14.9,0.4,19.333,0,0,58,47.293,197,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.517,198,550,fcfs
CausalContinousModel,9.0,12.9,0.1,12.667,0,0,38,46.407,198,550,fcfs
AverageOperationModel,4.0,6.3,0.1,9.0,0,0,27,46.407,198,550,fcfs
LogNormalDistributionModel,0.0,7.9,0.0,11.333,0,0,34,46.407,198,550,fcfs
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.96,199,550,fcfs
CausalContinousModel,18.0,12.9,0.0,19.667,0,0,59,47.293,199,550,fcfs
AverageOperationModel,14.0,8.2,0.1,5.667,0,0,17,46.407,199,550,fcfs
LogNormalDistributionModel,8.0,9.9,0.0,8.0,0,0,24,47.293,199,550,fcfs
