Model,makespan (over all),avg abs start deviation,avg duration deviation,levenshtein_seq_sim,a1_0_seq_sim,a2_0_seq_sim,a3_0_seq_sim,seed,instance,priority_rule
TruthModel,0.0,0.0,0.0,0.0,0,0,0,154,550,dynamic
CausalModel,2.0,6.9,0.0,17.667,0,0,53,154,550,dynamic
AverageOperationModel,17.0,14.7,0.1,15.667,0,0,47,154,550,dynamic
LogNormalDistributionModel,-13.0,11.5,0.4,18.0,0,0,54,154,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,155,550,dynamic
CausalModel,-9.0,11.4,0.2,25.333,0,0,76,155,550,dynamic
AverageOperationModel,11.0,12.2,0.0,4.667,0,0,14,155,550,dynamic
LogNormalDistributionModel,-17.0,10.4,-0.0,12.0,0,0,36,155,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,156,550,dynamic
CausalModel,10.0,9.2,0.0,16.667,0,0,50,156,550,dynamic
AverageOperationModel,33.0,16.7,-0.2,23.333,0,0,70,156,550,dynamic
LogNormalDistributionModel,2.0,9.6,-0.1,21.333,0,0,64,156,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,157,550,dynamic
CausalModel,-10.0,11.4,0.5,21.667,0,0,65,157,550,dynamic
AverageOperationModel,0.0,10.6,0.1,21.667,0,0,65,157,550,dynamic
LogNormalDistributionModel,8.0,8.4,-0.2,16.0,0,0,48,157,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,158,550,dynamic
CausalModel,20.0,16.8,0.1,19.0,0,0,57,158,550,dynamic
AverageOperationModel,27.0,14.4,0.3,9.333,0,0,28,158,550,dynamic
LogNormalDistributionModel,-20.0,13.2,0.4,25.333,0,0,76,158,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,159,550,dynamic
CausalModel,4.0,8.5,0.1,17.333,0,0,52,159,550,dynamic
AverageOperationModel,27.0,14.3,0.0,23.667,0,0,71,159,550,dynamic
LogNormalDistributionModel,-4.0,14.8,-0.4,24.0,0,0,72,159,550,dynamic
