job_id,product_type,operation_id,machine,start_time,duration,plan_duration,end_time
job100,p2,1,a1_0,0.0,15,15.100623022411476,15.100623022411476
job100,p2,2,a4_0,0.0,45,52.641536543115365,52.641536543115365
job100,p2,4,a2_0,0.0,30,35.265179979922756,35.265179979922756
job10,p1,1,a1_0,15.100623022411476,30,37.633657484147065,52.73428050655854
job101,p2,1,a1_0,52.73428050655854,15,15.751656878982827,68.48593738554136
job101,p2,2,a4_0,52.641536543115365,45,49.378724531698374,102.02026107481373
job101,p2,4,a2_0,35.265179979922756,30,24.964497636381846,60.2296776163046
job10,p1,2,a2_0,60.2296776163046,45,49.679947303840336,109.90962492014494
job102,p2,1,a1_0,68.48593738554136,15,16.094369059096127,84.58030644463749
job102,p2,2,a4_0,102.02026107481373,45,57.426548262655714,159.44680933746946
job102,p2,4,a2_0,109.90962492014494,30,34.77356852647645,144.68319344662137
job10,p1,3,a1_0,84.58030644463749,15,17.18193362802502,101.76224007266251
job103,p1,1,a1_0,101.76224007266251,30,26.854616339242572,128.61685641190508
job103,p1,2,a2_0,144.68319344662137,45,53.01106871769479,197.69426216431617
job103,p1,3,a1_0,128.61685641190508,15,17.25110216206217,145.86795857396726
job104,p2,1,a1_0,145.86795857396726,15,18.485773112955776,164.35373168692303
job104,p2,2,a4_0,159.44680933746946,45,42.683048476924775,202.12985781439423
job104,p2,4,a2_0,197.69426216431617,30,31.329602385180824,229.023864549497
job105,p2,1,a1_0,164.35373168692303,15,13.96658774010651,178.32031942702955
job105,p2,2,a4_0,202.12985781439423,45,44.498114398451825,246.62797221284606
job105,p2,4,a2_0,229.023864549497,30,31.404165944778622,260.4280304942756
job106,p2,1,a1_0,178.32031942702955,15,16.372546380934555,194.6928658079641
job106,p2,2,a4_0,246.62797221284606,45,49.128820902014056,295.7567931148601
job106,p2,4,a2_0,260.4280304942756,30,35.33176881304095,295.7597993073166
job107,p1,1,a1_0,194.6928658079641,30,39.7077545252783,234.4006203332424
job107,p1,2,a2_0,295.7597993073166,45,48.80041682258335,344.56021612989997
job107,p1,3,a1_0,234.4006203332424,15,15.5497452754035,249.95036560864588
job108,p2,1,a1_0,249.95036560864588,15,16.33866708978101,266.28903269842687
job108,p2,2,a4_0,295.7567931148601,45,46.34459910658707,342.10139222144716
job108,p2,4,a2_0,344.56021612989997,30,28.386407006476034,372.946623136376
job109,p1,1,a1_0,266.28903269842687,30,30.43873680237176,296.7277695007986
job109,p1,2,a2_0,372.946623136376,45,47.15703050323153,420.1036536396075
job109,p1,3,a1_0,296.7277695007986,15,16.76834989349623,313.49611939429485
job110,p1,1,a1_0,313.49611939429485,30,32.58097811415623,346.07709750845106
job110,p1,2,a2_0,420.1036536396075,45,47.115968776787454,467.21962241639494
job110,p1,3,a1_0,346.07709750845106,15,18.004131517309034,364.0812290257601
job11,p1,1,a1_0,364.0812290257601,30,30.973704992222686,395.05493401798276
job111,p1,1,a1_0,395.05493401798276,30,31.2475677628346,426.30250178081735
job111,p1,2,a2_0,467.21962241639494,45,48.39609678092066,515.6157191973156
job111,p1,3,a1_0,426.30250178081735,15,14.586405898705518,440.88890767952284
job11,p1,2,a2_0,515.6157191973156,45,47.80955212870417,563.4252713260197
job112,p2,1,a1_0,440.88890767952284,15,17.812300063876705,458.70120774339955
job112,p2,2,a4_0,342.10139222144716,45,51.72487353270341,393.82626575415054
job112,p2,4,a2_0,563.4252713260197,30,35.91846424439729,599.343735570417
job11,p1,3,a1_0,458.70120774339955,15,16.893133350685194,475.59434109408477
job113,p2,1,a1_0,475.59434109408477,15,16.032843948929514,491.62718504301426
job113,p2,2,a4_0,393.82626575415054,45,43.48769593015864,437.31396168430916
job113,p2,4,a2_0,599.343735570417,30,31.991888103990103,631.3356236744071
job114,p1,1,a1_0,491.62718504301426,30,30.584723286868158,522.2119083298825
job114,p1,2,a2_0,631.3356236744071,45,57.851049245582495,689.1866729199896
job114,p1,3,a1_0,522.2119083298825,15,16.414666347185463,538.626574677068
job115,p2,1,a1_0,538.626574677068,15,16.739719700444567,555.3662943775125
job115,p2,2,a4_0,437.31396168430916,45,49.5152461646573,486.82920784896646
job115,p2,4,a2_0,689.1866729199896,30,28.874251370428205,718.0609242904178
job116,p1,1,a1_0,555.3662943775125,30,32.26848278023523,587.6347771577477
job116,p1,2,a2_0,718.0609242904178,45,49.85021632668988,767.9111406171077
job116,p1,3,a1_0,587.6347771577477,15,17.03876254114546,604.6735396988933
job117,p2,1,a1_0,604.6735396988933,15,14.717231139446495,619.3907708383398
job117,p2,2,a4_0,486.82920784896646,45,45.27439144932988,532.1035992982963
job117,p2,4,a2_0,767.9111406171077,30,26.662760453150508,794.5739010702582
job118,p2,1,a1_0,619.3907708383398,15,17.341434939956518,636.7322057782964
job118,p2,2,a4_0,532.1035992982963,45,47.54743400412701,579.6510333024233
job118,p2,4,a2_0,794.5739010702582,30,34.39825739533018,828.9721584655883
job119,p1,1,a1_0,636.7322057782964,30,30.12683772175708,666.8590435000534
job119,p1,2,a2_0,828.9721584655883,45,48.08925283437873,877.0614112999671
job119,p1,3,a1_0,666.8590435000534,15,17.130818950163473,683.9898624502168
job120,p2,1,a1_0,683.9898624502168,15,18.663324518009617,702.6531869682265
job120,p2,2,a4_0,579.6510333024233,45,51.38740998830357,631.038443290727
job120,p2,4,a2_0,877.0614112999671,30,38.13065734817851,915.1920686481456
job12,p1,1,a1_0,702.6531869682265,30,39.10949497587076,741.7626819440973
job121,p2,1,a1_0,741.7626819440973,15,17.54907913505549,759.3117610791528
job121,p2,2,a4_0,631.038443290727,45,54.682673749644934,685.7211170403718
job121,p2,4,a2_0,915.1920686481456,30,35.89537358928221,951.0874422374278
job12,p1,2,a2_0,951.0874422374278,45,43.63670381680858,994.7241460542364
job122,p1,1,a1_0,759.3117610791528,30,32.62381607978065,791.9355771589335
job122,p1,2,a2_0,994.7241460542364,45,47.97692423032801,1042.7010702845644
job122,p1,3,a1_0,791.9355771589335,15,16.86250373700914,808.7980808959426
job12,p1,3,a1_0,808.7980808959426,15,17.96203167611818,826.7601125720607
job123,p2,1,a1_0,826.7601125720607,15,16.95409726002785,843.7142098320886
job123,p2,2,a4_0,685.7211170403718,45,45.341683112010244,731.0628001523821
job123,p2,4,a2_0,1042.7010702845644,30,36.782618772409755,1079.483689056974
job124,p2,1,a1_0,843.7142098320886,15,15.868105043898968,859.5823148759875
job124,p2,2,a4_0,731.0628001523821,45,47.818038851204264,778.8808390035864
job124,p2,4,a2_0,1079.483689056974,30,33.18407220334233,1112.6677612603164
job125,p2,1,a1_0,859.5823148759875,15,14.558397680163244,874.1407125561508
job125,p2,2,a4_0,778.8808390035864,45,49.62420374929656,828.505042752883
job125,p2,4,a2_0,1112.6677612603164,30,31.63777988991069,1144.305541150227
job126,p2,1,a1_0,874.1407125561508,15,18.181102090331137,892.3218146464819
job126,p2,2,a4_0,828.505042752883,45,56.42734543699099,884.932388189874
job126,p2,4,a2_0,1144.305541150227,30,37.57767002430419,1181.8832111745312
job127,p1,1,a1_0,892.3218146464819,30,25.879167339185493,918.2009819856675
job127,p1,2,a2_0,1181.8832111745312,45,51.28130124846025,1233.1645124229915
job127,p1,3,a1_0,918.2009819856675,15,16.254485856627028,934.4554678422945
job128,p1,1,a1_0,934.4554678422945,30,27.032719105163387,961.488186947458
job128,p1,2,a2_0,1233.1645124229915,45,49.95300215860844,1283.1175145815998
job128,p1,3,a1_0,961.488186947458,15,16.877061039613206,978.3652479870711
job129,p1,1,a1_0,978.3652479870711,30,33.931559553809144,1012.2968075408803
job129,p1,2,a2_0,1283.1175145815998,45,52.41152358908531,1335.5290381706852
job129,p1,3,a1_0,1012.2968075408803,15,18.74114773616753,1031.0379552770478
job130,p2,1,a1_0,1031.0379552770478,15,12.922186816699778,1043.9601420937477
job130,p2,2,a4_0,884.932388189874,45,53.083462801268254,938.0158509911423
job130,p2,4,a2_0,1335.5290381706852,30,30.81953188505693,1366.3485700557421
job13,p1,1,a1_0,1043.9601420937477,30,36.96019191772165,1080.9203340114693
job131,p2,1,a1_0,1080.9203340114693,15,19.270736866580528,1100.19107087805
job131,p2,2,a4_0,938.0158509911423,45,49.42092574588044,987.4367767370228
job131,p2,4,a2_0,1366.3485700557421,30,29.323997056616225,1395.6725671123584
job13,p1,2,a2_0,1395.6725671123584,45,51.15693288799167,1446.82950000035
job132,p2,1,a1_0,1100.19107087805,15,16.370793714575356,1116.5618645926252
job132,p2,2,a4_0,987.4367767370228,45,53.99881462990899,1041.4355913669317
job132,p2,4,a2_0,1446.82950000035,30,30.865844935123537,1477.6953449354735
job13,p1,3,a1_0,1116.5618645926252,15,17.865026394425,1134.4268909870502
job133,p1,1,a1_0,1134.4268909870502,30,32.443533270938815,1166.870424257989
job133,p1,2,a2_0,1477.6953449354735,45,46.5927341510691,1524.2880790865427
job133,p1,3,a1_0,1166.870424257989,15,18.425579188380112,1185.2960034463692
job134,p1,1,a1_0,1185.2960034463692,30,30.088964417746183,1215.3849678641154
job134,p1,2,a2_0,1524.2880790865427,45,53.245850971767474,1577.53393005831
job134,p1,3,a1_0,1215.3849678641154,15,18.57466257602737,1233.9596304401427
job135,p2,1,a1_0,1233.9596304401427,15,16.914386387935934,1250.8740168280788
job135,p2,2,a4_0,1041.4355913669317,45,43.20477445677395,1084.6403658237057
job135,p2,4,a2_0,1577.53393005831,30,33.11339969330501,1610.647329751615
job136,p2,1,a1_0,1250.8740168280788,15,18.371259909221784,1269.2452767373006
job136,p2,2,a4_0,1084.6403658237057,45,50.458211880376,1135.0985777040817
job136,p2,4,a2_0,1610.647329751615,30,28.5424239517415,1639.1897537033565
job137,p1,1,a1_0,1269.2452767373006,30,30.542612465443064,1299.7878892027436
job137,p1,2,a2_0,1639.1897537033565,45,48.690904972910786,1687.8806586762673
job137,p1,3,a1_0,1299.7878892027436,15,15.686528991420849,1315.4744181941644
job138,p1,1,a1_0,1315.4744181941644,30,29.754203952693732,1345.2286221468582
job138,p1,2,a2_0,1687.8806586762673,45,47.804945938984865,1735.6856046152523
job138,p1,3,a1_0,1345.2286221468582,15,15.03726227790045,1360.2658844247587
job139,p1,1,a1_0,1360.2658844247587,30,34.64422509352185,1394.9101095182805
job139,p1,2,a2_0,1735.6856046152523,45,61.901868178529256,1797.5874727937814
job139,p1,3,a1_0,1394.9101095182805,15,17.113329358956264,1412.0234388772367
job140,p2,1,a1_0,1412.0234388772367,15,17.56212926171194,1429.5855681389487
job140,p2,2,a4_0,1135.0985777040817,45,50.830917674345024,1185.9294953784267
job140,p2,4,a2_0,1797.5874727937814,30,33.59033615463577,1831.1778089484171
job14,p2,1,a1_0,1429.5855681389487,15,15.440927168984363,1445.0264953079331
job141,p2,1,a1_0,1445.0264953079331,15,15.505106979855148,1460.5316022877882
job141,p2,2,a4_0,1185.9294953784267,45,48.218354516233376,1234.14784989466
job141,p2,4,a2_0,1831.1778089484171,30,27.766021639529967,1858.943830587947
job14,p2,2,a4_0,1234.14784989466,45,48.1503283078368,1282.298178202497
job142,p1,1,a1_0,1460.5316022877882,30,31.09433006079199,1491.6259323485801
job142,p1,2,a2_0,1858.943830587947,45,49.90372973289635,1908.8475603208435
job142,p1,3,a1_0,1491.6259323485801,15,15.748893173507472,1507.3748255220876
job143,p1,1,a1_0,1507.3748255220876,30,33.581639840990555,1540.9564653630782
job143,p1,2,a2_0,1908.8475603208435,45,56.595013825665234,1965.4425741465088
job143,p1,3,a1_0,1540.9564653630782,15,16.447627638442484,1557.4040930015208
job14,p2,4,a2_0,1965.4425741465088,30,30.103442125187122,1995.5460162716959
job144,p2,1,a1_0,1557.4040930015208,15,14.651210050019104,1572.0553030515398
job144,p2,2,a4_0,1282.298178202497,45,55.870726709238326,1338.1689049117354
job144,p2,4,a2_0,1995.5460162716959,30,31.849176131813575,2027.3951924035093
job145,p1,1,a1_0,1572.0553030515398,30,32.006239780017715,1604.0615428315575
job145,p1,2,a2_0,2027.3951924035093,45,44.93346274890156,2072.328655152411
job145,p1,3,a1_0,1604.0615428315575,15,16.370914850794588,1620.4324576823522
job146,p2,1,a1_0,1620.4324576823522,15,15.138021691877471,1635.5704793742295
job146,p2,2,a4_0,1338.1689049117354,45,51.99232882982397,1390.1612337415593
job146,p2,4,a2_0,2072.328655152411,30,29.953306487154773,2102.281961639566
job147,p1,1,a1_0,1635.5704793742295,30,34.5188215855596,1670.0893009597892
job147,p1,2,a2_0,2102.281961639566,45,55.11493450603634,2157.396896145602
job147,p1,3,a1_0,1670.0893009597892,15,15.895137513778188,1685.9844384735673
job148,p1,1,a1_0,1685.9844384735673,30,34.209420371601375,1720.1938588451687
job148,p1,2,a2_0,2157.396896145602,45,49.533320093704475,2206.9302162393064
job148,p1,3,a1_0,1720.1938588451687,15,15.24650314968669,1735.4403619948555
job149,p2,1,a1_0,1735.4403619948555,15,15.977208028391575,1751.417570023247
job149,p2,2,a4_0,1390.1612337415593,45,47.840369009157484,1438.0016027507168
job149,p2,4,a2_0,2206.9302162393064,30,39.05662533229187,2245.9868415715982
job150,p2,1,a1_0,1751.417570023247,15,16.158684484197785,1767.5762545074447
job150,p2,2,a4_0,1438.0016027507168,45,49.276970425976316,1487.278573176693
job150,p2,4,a2_0,2245.9868415715982,30,33.17477964869335,2279.1616212202916
job15,p1,1,a1_0,1767.5762545074447,30,34.128329458900375,1801.7045839663451
job151,p1,1,a1_0,1801.7045839663451,30,33.82038545974768,1835.5249694260929
job151,p1,2,a2_0,2279.1616212202916,45,53.40808164565192,2332.5697028659433
job151,p1,3,a1_0,1835.5249694260929,15,16.16566439736982,1851.6906338234626
job15,p1,2,a2_0,2332.5697028659433,45,53.29343419826196,2385.863137064205
job152,p1,1,a1_0,1851.6906338234626,30,32.10269168343485,1883.7933255068974
job152,p1,2,a2_0,2385.863137064205,45,44.25420104688975,2430.117338111095
job152,p1,3,a1_0,1883.7933255068974,15,14.747471368827396,1898.5407968757247
job15,p1,3,a1_0,1898.5407968757247,15,14.538392618973898,1913.0791894946985
job16,p1,1,a1_0,1913.0791894946985,30,37.96847319888314,1951.0476626935817
job16,p1,2,a2_0,2430.117338111095,45,49.02977836109276,2479.1471164721875
job16,p1,3,a1_0,1951.0476626935817,15,16.588282617556196,1967.635945311138
job17,p2,1,a1_0,1967.635945311138,15,16.712799801959616,1984.3487451130975
job17,p2,2,a4_0,1487.278573176693,45,55.496316850403446,1542.7748900270965
job17,p2,4,a2_0,2479.1471164721875,30,34.25926341823054,2513.406379890418
job18,p2,1,a1_0,1984.3487451130975,15,17.600488364863278,2001.9492334779607
job18,p2,2,a4_0,1542.7748900270965,45,49.54614680338657,1592.321036830483
job18,p2,4,a2_0,2513.406379890418,30,33.98338395468466,2547.3897638451026
job19,p1,1,a1_0,2001.9492334779607,30,32.30168228002501,2034.2509157579857
job19,p1,2,a2_0,2547.3897638451026,45,56.255169242551226,2603.644933087654
job19,p1,3,a1_0,2034.2509157579857,15,20.31137479511295,2054.5622905530986
job20,p2,1,a1_0,2054.5622905530986,15,19.79619645127095,2074.3584870043696
job20,p2,2,a4_0,1592.321036830483,45,42.5710213792703,1634.8920582097535
job20,p2,4,a2_0,2603.644933087654,30,32.78848597694601,2636.4334190646
job21,p2,1,a1_0,2074.3584870043696,15,19.029958332734335,2093.388445337104
job21,p2,2,a4_0,1634.8920582097535,45,53.00081584513158,1687.8928740548852
job21,p2,4,a2_0,2636.4334190646,30,33.318809884282736,2669.752228948883
job22,p1,1,a1_0,2093.388445337104,30,35.56987332853712,2128.958318665641
job22,p1,2,a2_0,2669.752228948883,45,45.280641356789616,2715.0328703056725
job22,p1,3,a1_0,2128.958318665641,15,17.318897123459827,2146.277215789101
job23,p2,1,a1_0,2146.277215789101,15,17.855161105452133,2164.132376894553
job23,p2,2,a4_0,1687.8928740548852,45,45.49781752275415,1733.3906915776392
job23,p2,4,a2_0,2715.0328703056725,30,28.641294163036008,2743.6741644687086
job24,p2,1,a1_0,2164.132376894553,15,14.080136972334481,2178.2125138668875
job24,p2,2,a4_0,1733.3906915776392,45,52.30938720690563,1785.700078784545
job24,p2,4,a2_0,2743.6741644687086,30,26.855967545525075,2770.5301320142335
job25,p1,1,a1_0,2178.2125138668875,30,30.16642314359685,2208.3789370104846
job25,p1,2,a2_0,2770.5301320142335,45,44.453831001865254,2814.9839630160986
job25,p1,3,a1_0,2208.3789370104846,15,17.48297211698208,2225.861909127467
job26,p1,1,a1_0,2225.861909127467,30,34.955943302285014,2260.817852429752
job26,p1,2,a2_0,2814.9839630160986,45,50.02119978065877,2865.0051627967573
job26,p1,3,a1_0,2260.817852429752,15,17.376091769826047,2278.193944199578
job27,p2,1,a1_0,2278.193944199578,15,15.722834234761661,2293.9167784343394
job27,p2,2,a4_0,1785.700078784545,45,53.06591227777927,1838.7659910623242
job27,p2,4,a2_0,2865.0051627967573,30,32.504020236516084,2897.5091830332735
job28,p1,1,a1_0,2293.9167784343394,30,31.80354439711942,2325.720322831459
job28,p1,2,a2_0,2897.5091830332735,45,55.605381667059035,2953.1145647003327
job28,p1,3,a1_0,2325.720322831459,15,14.43299686342492,2340.1533196948835
job29,p1,1,a1_0,2340.1533196948835,30,37.82963680369698,2377.9829564985803
job29,p1,2,a2_0,2953.1145647003327,45,45.676935247425604,2998.7914999477584
job29,p1,3,a1_0,2377.9829564985803,15,15.80308881184012,2393.7860453104204
job30,p1,1,a1_0,2393.7860453104204,30,30.571871557293505,2424.357916867714
job30,p1,2,a2_0,2998.7914999477584,45,47.359177451588664,3046.150677399347
job30,p1,3,a1_0,2424.357916867714,15,18.71672793513072,2443.0746448028444
job3,p2,1,a1_0,2443.0746448028444,15,17.8901161311947,2460.964760934039
