job_id,product_type,operation_id,machine,tool,start_time,duration,plan_duration,end_time
job3,p4,1,a2_0,2,0.0,18.0,20.0,18.0
job3,p4,2,a3_0,1,18.0,10.0,10.0,28.0
job4,p1,1,a1_0,1,0.0,18.0,20.0,18.0
job4,p1,2,a3_0,1,28.0,9.0,10.0,37.0
job5,p3,1,a1_0,2,18.0,18.0,20.0,36.0
job5,p3,2,a3_0,2,37.0,11.0,10.0,48.0
job6,p1,1,a1_0,1,36.0,18.0,20.0,54.0
job6,p1,2,a3_0,1,58.0,9.0,10.0,67.0
job7,p1,1,a1_0,1,54.0,18.0,20.0,72.0
job7,p1,2,a3_0,1,77.0,9.0,10.0,86.0
job8,p1,1,a1_0,1,72.0,18.0,20.0,90.0
job8,p1,2,a3_0,1,96.0,9.0,10.0,105.0
job9,p3,1,a1_0,2,90.0,18.0,20.0,108.0
job9,p3,2,a3_0,2,115.0,11.0,10.0,126.0
job10,p2,1,a2_0,1,18.0,20.0,20.0,38.0
job10,p2,2,a3_0,2,48.0,10.0,10.0,58.0
job11,p3,1,a1_0,2,108.0,18.0,20.0,126.0
job11,p3,2,a3_0,2,136.0,11.0,10.0,147.0
job12,p3,1,a1_0,2,126.0,18.0,20.0,144.0
job12,p3,2,a3_0,2,157.0,11.0,10.0,168.0
job13,p3,1,a1_0,2,144.0,18.0,20.0,162.0
job13,p3,2,a3_0,2,178.0,11.0,10.0,189.0
job14,p1,1,a1_0,1,162.0,18.0,20.0,180.0
job14,p1,2,a3_0,1,199.0,9.0,10.0,208.0
job15,p1,1,a1_0,1,180.0,18.0,20.0,198.0
job15,p1,2,a3_0,1,218.0,9.0,10.0,227.0
job16,p2,1,a2_0,1,38.0,20.0,20.0,58.0
job16,p2,2,a3_0,2,67.0,10.0,10.0,77.0
job17,p2,1,a2_0,1,58.0,20.0,20.0,78.0
job17,p2,2,a3_0,2,86.0,10.0,10.0,96.0
job18,p4,1,a2_0,2,78.0,18.0,20.0,96.0
job18,p4,2,a3_0,1,105.0,10.0,10.0,115.0
job19,p3,1,a1_0,2,198.0,18.0,20.0,216.0
job19,p3,2,a3_0,2,237.0,11.0,10.0,248.0
job20,p2,1,a2_0,1,96.0,20.0,20.0,116.0
job20,p2,2,a3_0,2,126.0,10.0,10.0,136.0
job21,p1,1,a1_0,1,216.0,18.0,20.0,234.0
