job_id,product_type,operation_id,machine,tool,start_time,duration,plan_duration,end_time
job3,p4,1,a2_0,2,0,12,20.0,12
job3,p4,2,a3_0,1,12,13,10.0,25
job4,p2,1,a2_0,1,12,16,20.0,28
job4,p2,2,a3_0,2,39,9,10.0,48
job5,p3,1,a1_0,2,0,14,20.0,14
job5,p3,2,a3_0,2,25,14,10.0,39
job6,p3,1,a1_0,2,14,16,20.0,30
job6,p3,2,a3_0,2,48,9,10.0,57
job7,p1,1,a1_0,1,30,28,20.0,58
job7,p1,2,a3_0,1,71,14,10.0,85
job8,p1,1,a1_0,1,58,17,20.0,75
job8,p1,2,a3_0,1,85,6,10.0,91
job9,p3,1,a1_0,2,75,26,20.0,101
job9,p3,2,a3_0,2,104,9,10.0,113
job10,p1,1,a1_0,1,101,13,20.0,114
job10,p1,2,a3_0,1,127,9,10.0,136
job11,p2,1,a2_0,1,28,28,20.0,56
job11,p2,2,a3_0,2,57,14,10.0,71
job12,p4,1,a2_0,2,56,26,20.0,82
job12,p4,2,a3_0,1,91,13,10.0,104
job13,p4,1,a2_0,2,82,29,20.0,111
job13,p4,2,a3_0,1,113,14,10.0,127
job14,p1,1,a1_0,1,114,15,20.0,129
job14,p1,2,a3_0,1,143,6,10.0,149
job15,p1,1,a1_0,1,129,30,20.0,159
job15,p1,2,a3_0,1,160,9,10.0,169
job16,p1,1,a1_0,1,159,26,20.0,185
job16,p1,2,a3_0,1,185,14,10.0,199
job17,p4,1,a2_0,2,111,13,20.0,124
job17,p4,2,a3_0,1,136,7,10.0,143
job18,p1,1,a1_0,1,185,25,20.0,210
job18,p1,2,a3_0,1,222,13,10.0,235
job19,p1,1,a1_0,1,210,27,20.0,237
job19,p1,2,a3_0,1,247,15,10.0,262
job20,p1,1,a1_0,1,237,16,20.0,253
job20,p1,2,a3_0,1,268,5,10.0,273
job21,p1,1,a1_0,1,253,14,20.0,267
job21,p1,2,a3_0,1,273,5,10.0,278
job22,p3,1,a1_0,2,267,16,20.0,283
job22,p3,2,a3_0,2,286,10,10.0,296
job23,p1,1,a1_0,1,283,29,20.0,312
job23,p1,2,a3_0,1,323,6,10.0,329
job24,p2,1,a2_0,1,124,29,20.0,153
job24,p2,2,a3_0,2,153,7,10.0,160
job25,p3,1,a1_0,2,312,26,20.0,338
job25,p3,2,a3_0,2,345,9,10.0,354
job26,p3,1,a1_0,2,338,16,20.0,354
job26,p3,2,a3_0,2,360,6,10.0,366
job27,p2,1,a2_0,1,153,17,20.0,170
job27,p2,2,a3_0,2,170,8,10.0,178
job28,p4,1,a2_0,2,170,25,20.0,195
job28,p4,2,a3_0,1,199,6,10.0,205
job29,p3,1,a1_0,2,354,15,20.0,369
job29,p3,2,a3_0,2,377,9,10.0,386
job30,p4,1,a2_0,2,195,14,20.0,209
job30,p4,2,a3_0,1,209,13,10.0,222
job31,p1,1,a1_0,1,369,25,20.0,394
job31,p1,2,a3_0,1,397,14,10.0,411
job32,p2,1,a2_0,1,209,26,20.0,235
job32,p2,2,a3_0,2,235,12,10.0,247
job33,p3,1,a1_0,2,394,24,20.0,418
job33,p3,2,a3_0,2,418,15,10.0,433
job34,p4,1,a2_0,2,235,13,20.0,248
job34,p4,2,a3_0,1,262,6,10.0,268
job35,p3,1,a1_0,2,418,14,20.0,432
job35,p3,2,a3_0,2,440,10,10.0,450
job36,p2,1,a2_0,1,248,31,20.0,279
job36,p2,2,a3_0,2,279,7,10.0,286
job37,p2,1,a2_0,1,279,33,20.0,312
job37,p2,2,a3_0,2,312,11,10.0,323
job38,p2,1,a2_0,1,312,19,20.0,331
job38,p2,2,a3_0,2,331,14,10.0,345
job39,p1,1,a1_0,1,432,14,20.0,446
job39,p1,2,a3_0,1,450,12,10.0,462
job40,p4,1,a2_0,2,331,13,20.0,344
job40,p4,2,a3_0,1,354,6,10.0,360
job41,p4,1,a2_0,2,344,11,20.0,355
job41,p4,2,a3_0,1,366,5,10.0,371
job42,p4,1,a2_0,2,355,11,20.0,366
job42,p4,2,a3_0,1,371,6,10.0,377
job43,p3,1,a1_0,2,446,17,20.0,463
job43,p3,2,a3_0,2,469,15,10.0,484
job44,p3,1,a1_0,2,463,25,20.0,488
job44,p3,2,a3_0,2,492,13,10.0,505
job45,p2,1,a2_0,1,366,23,20.0,389
job45,p2,2,a3_0,2,389,8,10.0,397
job46,p2,1,a2_0,1,389,30,20.0,419
job46,p2,2,a3_0,2,433,7,10.0,440
job47,p1,1,a1_0,1,488,13,20.0,501
job47,p1,2,a3_0,1,517,10,10.0,527
job48,p2,1,a2_0,1,419,28,20.0,447
job48,p2,2,a3_0,2,462,7,10.0,469
job49,p2,1,a2_0,1,447,18,20.0,465
job49,p2,2,a3_0,2,484,8,10.0,492
job50,p1,1,a1_0,1,501,13,20.0,514
job50,p1,2,a3_0,1,527,13,10.0,540
job51,p4,1,a2_0,2,465,27,20.0,492
job51,p4,2,a3_0,1,505,12,10.0,517
job52,p1,1,a1_0,1,514,28,20.0,542
job52,p1,2,a3_0,1,542,13,10.0,555
