job_id,product_type,operation_id,machine,tool,start_time,duration,plan_duration,end_time
job3,p3,1,a1_0,2,0.0,13.0,20.0,13.0
job3,p3,2,a3_0,2,19.0,7.0,10.0,26.0
job4,p4,1,a2_0,2,0.0,11.0,20.0,11.0
job4,p4,2,a3_0,1,11.0,8.0,10.0,19.0
job5,p2,1,a2_0,1,11.0,15.0,20.0,26.0
job5,p2,2,a3_0,2,26.0,12.0,10.0,38.0
job6,p4,1,a2_0,2,26.0,15.0,20.0,41.0
job6,p4,2,a3_0,1,52.0,9.0,10.0,61.0
job7,p4,1,a2_0,2,41.0,28.0,20.0,69.0
job7,p4,2,a3_0,1,73.0,12.0,10.0,85.0
job8,p4,1,a2_0,2,69.0,24.0,20.0,93.0
job8,p4,2,a3_0,1,95.0,13.0,10.0,108.0
job9,p3,1,a1_0,2,13.0,25.0,20.0,38.0
job9,p3,2,a3_0,2,38.0,14.0,10.0,52.0
job10,p2,1,a2_0,1,93.0,15.0,20.0,108.0
job10,p2,2,a3_0,2,114.0,12.0,10.0,126.0
job11,p4,1,a2_0,2,108.0,17.0,20.0,125.0
job11,p4,2,a3_0,1,143.0,6.0,10.0,149.0
job12,p1,1,a1_0,1,38.0,18.0,20.0,56.0
job12,p1,2,a3_0,1,61.0,12.0,10.0,73.0
job13,p3,1,a1_0,2,56.0,14.0,20.0,70.0
job13,p3,2,a3_0,2,85.0,5.0,10.0,90.0
job14,p1,1,a1_0,1,70.0,13.0,20.0,83.0
job14,p1,2,a3_0,1,90.0,5.0,10.0,95.0
job15,p4,1,a2_0,2,125.0,23.0,20.0,148.0
job15,p4,2,a3_0,1,163.0,12.0,10.0,175.0
job16,p3,1,a1_0,2,83.0,12.0,20.0,95.0
job16,p3,2,a3_0,2,108.0,6.0,10.0,114.0
job17,p4,1,a2_0,2,148.0,23.0,20.0,171.0
job17,p4,2,a3_0,1,188.0,14.0,10.0,202.0
job18,p1,1,a1_0,1,95.0,13.0,20.0,108.0
job18,p1,2,a3_0,1,126.0,8.0,10.0,134.0
job19,p3,1,a1_0,2,108.0,15.0,20.0,123.0
job19,p3,2,a3_0,2,134.0,9.0,10.0,143.0
job20,p4,1,a2_0,2,171.0,25.0,20.0,196.0
job20,p4,2,a3_0,1,213.0,14.0,10.0,227.0
job21,p1,1,a1_0,1,123.0,15.0,20.0,138.0
job21,p1,2,a3_0,1,149.0,14.0,10.0,163.0
job22,p1,1,a1_0,1,138.0,26.0,20.0,164.0
job22,p1,2,a3_0,1,175.0,13.0,10.0,188.0
job23,p1,1,a1_0,1,164.0,27.0,20.0,191.0
job23,p1,2,a3_0,1,202.0,11.0,10.0,213.0
job24,p2,1,a2_0,1,196.0,14.0,20.0,210.0
job24,p2,2,a3_0,2,232.0,12.0,10.0,244.0
job25,p3,1,a1_0,2,191.0,15.0,20.0,206.0
job25,p3,2,a3_0,2,227.0,5.0,10.0,232.0
job26,p1,1,a1_0,1,206.0,10.0,20.0,216.0
job26,p1,2,a3_0,1,244.0,5.0,10.0,249.0
job27,p4,1,a2_0,2,210.0,14.0,20.0,224.0
job27,p4,2,a3_0,1,249.0,12.0,10.0,261.0
job28,p2,1,a2_0,1,224.0,16.0,20.0,240.0
job28,p2,2,a3_0,2,261.0,7.0,10.0,268.0
job29,p1,1,a1_0,1,216.0,26.0,20.0,242.0
job29,p1,2,a3_0,1,268.0,7.0,10.0,275.0
job30,p1,1,a1_0,1,242.0,28.0,20.0,270.0
job30,p1,2,a3_0,1,281.0,7.0,10.0,288.0
job31,p1,1,a1_0,1,270.0,26.0,20.0,296.0
job31,p1,2,a3_0,1,296.0,5.0,10.0,301.0
job32,p2,1,a2_0,1,240.0,22.0,20.0,262.0
job32,p2,2,a3_0,2,275.0,6.0,10.0,281.0
job33,p1,1,a1_0,1,296.0,25.0,20.0,321.0
job33,p1,2,a3_0,1,321.0,7.0,10.0,328.0
job34,p3,1,a1_0,2,321.0,14.0,20.0,335.0
job34,p3,2,a3_0,2,342.0,7.0,10.0,349.0
job35,p2,1,a2_0,1,262.0,25.0,20.0,287.0
job35,p2,2,a3_0,2,288.0,7.0,10.0,295.0
job36,p1,1,a1_0,1,335.0,12.0,20.0,347.0
job36,p1,2,a3_0,1,349.0,9.0,10.0,358.0
job37,p2,1,a2_0,1,287.0,25.0,20.0,312.0
job37,p2,2,a3_0,2,312.0,7.0,10.0,319.0
job38,p3,1,a1_0,2,347.0,12.0,20.0,359.0
job38,p3,2,a3_0,2,372.0,7.0,10.0,379.0
job39,p4,1,a2_0,2,312.0,14.0,20.0,326.0
job39,p4,2,a3_0,1,328.0,14.0,10.0,342.0
job40,p1,1,a1_0,1,359.0,15.0,20.0,374.0
job40,p1,2,a3_0,1,392.0,8.0,10.0,400.0
job41,p3,1,a1_0,2,374.0,12.0,20.0,386.0
job41,p3,2,a3_0,2,400.0,5.0,10.0,405.0
job42,p1,1,a1_0,1,386.0,11.0,20.0,397.0
job42,p1,2,a3_0,1,419.0,7.0,10.0,426.0
job43,p4,1,a2_0,2,326.0,26.0,20.0,352.0
job43,p4,2,a3_0,1,358.0,14.0,10.0,372.0
job44,p1,1,a1_0,1,397.0,27.0,20.0,424.0
job44,p1,2,a3_0,1,444.0,8.0,10.0,452.0
job45,p2,1,a2_0,1,352.0,13.0,20.0,365.0
job45,p2,2,a3_0,2,379.0,13.0,10.0,392.0
job46,p3,1,a1_0,2,424.0,13.0,20.0,437.0
job46,p3,2,a3_0,2,464.0,9.0,10.0,473.0
job47,p3,1,a1_0,2,437.0,25.0,20.0,462.0
job47,p3,2,a3_0,2,488.0,13.0,10.0,501.0
job48,p2,1,a2_0,1,365.0,26.0,20.0,391.0
job48,p2,2,a3_0,2,405.0,14.0,10.0,419.0
job49,p4,1,a2_0,2,391.0,15.0,20.0,406.0
job49,p4,2,a3_0,1,426.0,13.0,10.0,439.0
job50,p2,1,a2_0,1,406.0,12.0,20.0,418.0
job50,p2,2,a3_0,2,439.0,5.0,10.0,444.0
job51,p4,1,a2_0,2,418.0,15.0,20.0,433.0
job51,p4,2,a3_0,1,452.0,12.0,10.0,464.0
job52,p2,1,a2_0,1,433.0,16.0,20.0,449.0
job52,p2,2,a3_0,2,473.0,15.0,10.0,488.0
