,0,1
0,p3,1
1,p2,1
2,p4,1
3,p2,2
4,p3,1
5,p3,2
6,p4,1
7,p4,2
8,p2,1
9,p4,2
10,p3,1
11,p3,2
12,p3,1
13,p4,1
14,p3,2
15,p2,2
16,p2,1
17,p4,2
18,p4,1
19,p2,2
20,p3,1
21,p2,1
22,p3,2
23,p1,1
24,p4,2
25,p2,1
26,p3,2
27,p2,2
28,p3,1
29,p4,1
30,p1,2
31,p2,1
32,p2,2
33,p3,1
34,p4,2
35,p2,1
36,p1,1
37,p3,2
38,p2,2
39,p4,1
40,p3,1
41,p3,2
42,p1,1
43,p2,1
44,p2,2
45,p3,1
46,p2,1
47,p1,2
48,p3,2
49,p4,2
50,p2,1
51,p3,1
52,p1,2
53,p2,2
54,p3,1
55,p4,1
56,p2,2
57,p4,1
58,p3,1
59,p2,1
60,p3,2
61,p3,2
62,p3,1
63,p4,1
64,p2,2
65,p1,1
66,p4,2
67,p2,1
68,p3,2
69,p4,2
70,p2,1
71,p3,2
72,p1,1
73,p2,2
74,p4,1
75,p3,2
76,p3,1
77,p4,1
78,p4,2
79,p2,2
80,p2,1
81,p1,2
82,p2,2
83,p3,1
84,p2,1
85,p1,2
86,p4,2
87,p2,1
88,p4,2
89,p3,2
90,p2,1
91,p2,2
92,p2,2
93,p3,2
94,p2,1
95,p2,2
96,p2,2
97,p2,1
98,p2,2
99,p2,2
