,0,1
0,p1,1
1,p4,1
2,p3,1
3,p1,2
4,p1,1
5,p3,2
6,p4,1
7,p4,2
8,p1,1
9,p2,1
10,p1,2
11,p3,1
12,p4,1
13,p4,2
14,p2,1
15,p1,2
16,p2,2
17,p4,1
18,p4,2
19,p1,1
20,p2,2
21,p2,1
22,p3,2
23,p1,1
24,p2,1
25,p4,2
26,p1,2
27,p4,1
28,p2,2
29,p2,2
30,p1,1
31,p4,1
32,p1,2
33,p2,1
34,p4,2
35,p4,2
36,p3,1
37,p4,1
38,p1,2
39,p4,1
40,p1,1
41,p2,2
42,p4,2
43,p3,2
44,p1,1
45,p4,1
46,p1,2
47,p2,1
48,p3,1
49,p4,2
50,p4,2
51,p4,1
52,p1,2
53,p2,1
54,p2,2
55,p4,1
56,p4,2
57,p2,2
58,p2,1
59,p4,2
60,p1,1
61,p4,1
62,p3,2
63,p2,2
64,p1,1
65,p1,2
66,p2,1
67,p4,2
68,p4,1
69,p2,2
70,p1,1
71,p4,1
72,p1,2
73,p4,2
74,p1,1
75,p1,2
76,p2,1
77,p4,2
78,p4,1
79,p2,2
80,p3,1
81,p1,2
82,p4,1
83,p4,2
84,p3,1
85,p3,2
86,p4,1
87,p4,2
88,p3,1
89,p3,2
90,p3,1
91,p2,1
92,p3,2
93,p3,1
94,p4,2
95,p3,2
96,p3,1
97,p2,2
98,p3,2
99,p3,2
