,0,1
0,p2,1
1,p1,1
2,p4,1
3,p2,2
4,p3,1
5,p1,2
6,p2,1
7,p4,2
8,p2,1
9,p2,2
10,p2,1
11,p2,2
12,p3,1
13,p3,2
14,p4,1
15,p2,2
16,p2,1
17,p4,2
18,p1,1
19,p3,2
20,p1,1
21,p1,2
22,p4,1
23,p2,2
24,p1,1
25,p1,2
26,p4,1
27,p3,1
28,p2,1
29,p1,1
30,p4,2
31,p1,2
32,p1,1
33,p2,1
34,p3,1
35,p4,2
36,p3,2
37,p4,1
38,p1,2
39,p3,1
40,p2,2
41,p2,1
42,p1,2
43,p2,2
44,p3,1
45,p4,1
46,p3,2
47,p4,2
48,p3,2
49,p2,2
50,p3,1
51,p3,2
52,p2,1
53,p4,2
54,p1,1
55,p3,2
56,p4,1
57,p2,2
58,p3,1
59,p1,2
60,p2,1
61,p4,2
62,p2,1
63,p2,2
64,p3,1
65,p3,2
66,p4,1
67,p2,2
68,p4,1
69,p4,2
70,p4,1
71,p4,2
72,p4,1
73,p4,2
74,p2,1
75,p4,2
76,p2,1
77,p2,2
78,p1,1
79,p4,1
80,p3,2
81,p2,2
82,p1,1
83,p1,2
84,p4,1
85,p4,2
86,p1,1
87,p1,2
88,p4,1
89,p1,1
90,p4,2
91,p2,1
92,p1,2
93,p3,1
94,p4,2
95,p2,2
96,p3,1
97,p1,2
98,p3,2
99,p3,2
