,0,1
0,p2,1
1,p3,1
2,p4,1
3,p2,2
4,p3,1
5,p3,2
6,p4,1
7,p3,1
8,p4,2
9,p3,2
10,p4,1
11,p4,2
12,p3,1
13,p3,2
14,p2,1
15,p4,2
16,p4,1
17,p2,2
18,p3,1
19,p3,2
20,p4,1
21,p4,2
22,p3,1
23,p3,2
24,p4,1
25,p4,2
26,p3,1
27,p3,2
28,p2,1
29,p4,2
30,p4,1
31,p2,2
32,p1,1
33,p3,1
34,p3,2
35,p3,1
36,p4,1
37,p1,2
38,p3,2
39,p1,1
40,p4,1
41,p4,2
42,p3,2
43,p3,1
44,p2,1
45,p4,2
46,p1,2
47,p3,1
48,p4,1
49,p4,2
50,p2,1
51,p3,2
52,p1,1
53,p2,2
54,p2,1
55,p4,2
56,p2,1
57,p3,2
58,p2,2
59,p3,1
60,p4,1
61,p2,2
62,p3,1
63,p1,2
64,p2,2
65,p4,1
66,p3,1
67,p3,2
68,p4,1
69,p1,1
70,p4,2
71,p3,2
72,p1,1
73,p4,2
74,p3,2
75,p1,2
76,p3,1
77,p4,1
78,p1,2
79,p1,1
80,p4,2
81,p2,1
82,p3,2
83,p1,1
84,p4,2
85,p1,2
86,p2,2
87,p1,1
88,p3,1
89,p1,2
90,p1,1
91,p1,2
92,p3,2
93,p3,1
94,p1,2
95,p3,1
96,p3,2
97,p1,1
98,p3,2
99,p1,2
