,0,1
0,p2,1
1,p1,1
2,p2,1
3,p2,2
4,p1,1
5,p1,2
6,p4,1
7,p3,1
8,p2,2
9,p1,2
10,p4,1
11,p3,1
12,p4,2
13,p3,2
14,p2,1
15,p4,2
16,p3,1
17,p3,2
18,p4,1
19,p2,2
20,p3,1
21,p3,2
22,p3,1
23,p4,1
24,p3,2
25,p4,2
26,p1,1
27,p3,2
28,p4,1
29,p4,2
30,p3,1
31,p1,2
32,p4,1
33,p4,2
34,p3,1
35,p3,2
36,p2,1
37,p4,2
38,p3,1
39,p3,2
40,p3,1
41,p3,2
42,p4,1
43,p2,2
44,p2,1
45,p4,2
46,p1,1
47,p3,2
48,p4,1
49,p2,2
50,p1,1
51,p1,2
52,p4,1
53,p1,1
54,p4,2
55,p1,2
56,p4,1
57,p1,1
58,p4,2
59,p1,2
60,p4,1
61,p4,2
62,p4,1
63,p4,2
64,p3,1
65,p1,2
66,p4,1
67,p4,2
68,p3,1
69,p3,2
70,p1,1
71,p3,2
72,p2,1
73,p4,2
74,p4,1
75,p2,2
76,p1,2
77,p4,1
78,p4,2
79,p4,1
80,p4,2
81,p4,1
82,p4,2
83,p4,1
84,p4,2
85,p2,1
86,p4,2
87,p2,1
88,p2,2
89,p2,1
90,p2,2
91,p4,1
92,p2,2
93,p4,1
94,p4,2
95,p2,1
96,p4,2
97,p4,1
98,p2,2
99,p4,2
