,0,1
0,p4,1
1,p1,1
2,p1,1
3,p1,2
4,p1,1
5,p4,1
6,p1,2
7,p4,2
8,p3,1
9,p1,2
10,p3,1
11,p3,2
12,p2,1
13,p4,2
14,p4,1
15,p2,2
16,p3,1
17,p3,2
18,p4,1
19,p4,2
20,p1,1
21,p3,2
22,p3,1
23,p1,2
24,p4,1
25,p4,2
26,p3,1
27,p4,1
28,p3,2
29,p4,2
30,p1,1
31,p3,2
32,p4,1
33,p1,1
34,p4,2
35,p1,2
36,p2,1
37,p4,2
38,p3,1
39,p1,2
40,p1,1
41,p2,1
42,p3,2
43,p2,2
44,p3,1
45,p1,2
46,p3,1
47,p3,2
48,p2,1
49,p2,2
50,p3,1
51,p3,2
52,p3,1
53,p2,1
54,p3,2
55,p2,2
56,p3,1
57,p4,1
58,p3,2
59,p4,1
60,p2,2
61,p4,2
62,p3,1
63,p3,2
64,p4,1
65,p1,1
66,p4,2
67,p3,2
68,p3,1
69,p1,2
70,p4,1
71,p4,2
72,p1,1
73,p3,2
74,p1,1
75,p1,2
76,p2,1
77,p4,2
78,p1,1
79,p1,2
80,p1,1
81,p2,1
82,p1,2
83,p3,1
84,p2,2
85,p4,1
86,p1,2
87,p2,2
88,p2,1
89,p4,2
90,p1,1
91,p3,2
92,p2,1
93,p1,2
94,p2,2
95,p4,1
96,p2,2
97,p4,1
98,p4,2
99,p4,2
