,0,1
0,p1,1
1,p2,1
2,p4,1
3,p2,2
4,p3,1
5,p4,1
6,p1,2
7,p3,1
8,p2,1
9,p4,2
10,p3,2
11,p3,1
12,p4,1
13,p4,2
14,p3,2
15,p2,1
16,p3,1
17,p2,2
18,p4,2
19,p3,2
20,p4,1
21,p3,1
22,p2,2
23,p3,2
24,p4,1
25,p4,2
26,p1,1
27,p4,1
28,p1,1
29,p3,2
30,p2,1
31,p4,2
32,p4,1
33,p1,1
34,p1,2
35,p4,2
36,p4,1
37,p2,2
38,p3,1
39,p1,2
40,p4,2
41,p2,1
42,p1,2
43,p3,1
44,p4,2
45,p2,1
46,p3,2
47,p1,1
48,p2,1
49,p2,2
50,p3,2
51,p4,1
52,p2,2
53,p2,2
54,p1,1
55,p2,1
56,p1,2
57,p3,1
58,p4,2
59,p1,2
60,p2,1
61,p1,1
62,p2,2
63,p3,2
64,p2,1
65,p1,1
66,p2,2
67,p1,2
68,p2,1
69,p2,2
70,p1,1
71,p1,2
72,p4,1
73,p2,2
74,p3,1
75,p1,2
76,p4,1
77,p4,2
78,p3,1
79,p3,2
80,p1,1
81,p3,2
82,p2,1
83,p4,2
84,p3,1
85,p4,1
86,p1,2
87,p1,1
88,p2,2
89,p3,1
90,p3,2
91,p2,1
92,p1,2
93,p3,1
94,p4,2
95,p2,1
96,p3,2
97,p2,2
98,p3,2
99,p2,2
