,0,1
0,p4,1
1,p1,1
2,p3,1
3,p1,2
4,p2,1
5,p4,2
6,p1,1
7,p3,2
8,p2,1
9,p2,2
10,p1,1
11,p1,2
12,p2,1
13,p1,1
14,p2,2
15,p3,1
16,p1,2
17,p4,1
18,p1,2
19,p3,1
20,p2,2
21,p3,2
22,p2,1
23,p3,1
24,p4,2
25,p2,1
26,p3,2
27,p3,1
28,p2,2
29,p4,1
30,p3,2
31,p1,1
32,p2,2
33,p4,1
34,p1,1
35,p3,2
36,p2,1
37,p4,2
38,p3,1
39,p1,2
40,p2,1
41,p4,2
42,p1,2
43,p1,1
44,p2,1
45,p2,2
46,p3,2
47,p4,1
48,p3,1
49,p2,2
50,p2,2
51,p1,1
52,p1,2
53,p3,1
54,p2,1
55,p3,2
56,p1,2
57,p1,1
58,p4,1
59,p4,2
60,p3,2
61,p2,1
62,p3,1
63,p2,2
64,p2,1
65,p4,2
66,p4,1
67,p1,2
68,p1,1
69,p2,1
70,p2,2
71,p3,1
72,p2,2
73,p2,1
74,p3,2
75,p3,1
76,p4,2
77,p2,1
78,p1,2
79,p3,1
80,p2,1
81,p2,2
82,p3,2
83,p4,1
84,p1,1
85,p2,2
86,p3,2
87,p4,1
88,p2,2
89,p1,1
90,p2,2
91,p4,1
92,p3,2
93,p2,1
94,p4,2
95,p1,2
96,p4,2
97,p4,2
98,p1,2
99,p2,2
