,0,1
0,p1,1
1,p4,1
2,p3,1
3,p1,2
4,p2,1
5,p4,2
6,p3,1
7,p2,1
8,p3,2
9,p2,2
10,p1,1
11,p3,2
12,p4,1
13,p2,2
14,p1,1
15,p1,2
16,p2,1
17,p4,2
18,p4,1
19,p2,2
20,p3,1
21,p1,2
22,p3,1
23,p3,2
24,p2,1
25,p4,2
26,p4,1
27,p2,2
28,p1,1
29,p3,2
30,p1,1
31,p4,1
32,p1,2
33,p4,2
34,p4,1
35,p1,1
36,p4,2
37,p3,1
38,p1,2
39,p4,1
40,p1,1
41,p1,2
42,p2,1
43,p4,2
44,p3,1
45,p3,2
46,p3,1
47,p4,2
48,p2,1
49,p1,2
50,p3,2
51,p3,1
52,p2,1
53,p2,2
54,p1,1
55,p3,2
56,p2,1
57,p2,2
58,p1,1
59,p3,2
60,p2,1
61,p3,1
62,p2,2
63,p2,1
64,p1,2
65,p2,2
66,p1,1
67,p1,2
68,p2,1
69,p2,2
70,p4,1
71,p3,1
72,p3,2
73,p2,2
74,p3,1
75,p2,2
76,p4,1
77,p1,2
78,p3,2
79,p2,1
80,p4,2
81,p3,1
82,p4,1
83,p4,2
84,p1,1
85,p3,2
86,p4,1
87,p2,2
88,p4,1
89,p3,2
90,p1,1
91,p4,1
92,p4,2
93,p4,2
94,p1,1
95,p1,2
96,p4,2
97,p1,2
98,p4,2
99,p1,2
