,0,1
0,p2,1
1,p1,1
2,p3,1
3,p1,2
4,p4,1
5,p2,2
6,p4,1
7,p4,2
8,p3,1
9,p3,1
10,p3,2
11,p3,2
12,p4,1
13,p3,1
14,p4,2
15,p3,2
16,p1,1
17,p3,2
18,p2,1
19,p1,1
20,p4,2
21,p2,1
22,p1,1
23,p1,2
24,p2,2
25,p1,2
26,p1,1
27,p1,2
28,p4,1
29,p2,2
30,p4,1
31,p4,2
32,p3,1
33,p1,2
34,p4,1
35,p4,2
36,p1,1
37,p3,2
38,p1,1
39,p1,2
40,p4,1
41,p4,2
42,p1,1
43,p1,2
44,p4,1
45,p4,2
46,p1,1
47,p1,2
48,p4,1
49,p1,1
50,p4,2
51,p1,2
52,p3,1
53,p1,2
54,p4,1
55,p1,1
56,p4,2
57,p4,1
58,p3,2
59,p3,1
60,p4,2
61,p1,2
62,p2,1
63,p1,1
64,p4,2
65,p1,1
66,p2,1
67,p3,2
68,p1,1
69,p1,2
70,p2,1
71,p3,1
72,p2,2
73,p1,1
74,p1,2
75,p3,1
76,p2,1
77,p2,2
78,p1,2
79,p2,1
80,p1,1
81,p3,2
82,p1,2
83,p2,1
84,p2,2
85,p2,2
86,p2,1
87,p3,2
88,p4,1
89,p2,2
90,p1,2
91,p2,1
92,p2,2
93,p2,2
94,p4,1
95,p4,2
96,p2,1
97,p2,2
98,p4,2
99,p2,2
