,0,1
0,p4,1
1,p3,1
2,p1,1
3,p3,2
4,p4,1
5,p4,2
6,p3,1
7,p1,2
8,p2,1
9,p4,2
10,p1,1
11,p4,1
12,p3,2
13,p1,1
14,p2,2
15,p4,1
16,p1,2
17,p1,1
18,p4,2
19,p2,1
20,p1,2
21,p3,1
22,p4,2
23,p4,1
24,p3,1
25,p1,2
26,p2,1
27,p3,1
28,p2,2
29,p2,1
30,p3,1
31,p3,2
32,p2,1
33,p4,2
34,p2,1
35,p3,2
36,p2,2
37,p3,1
38,p2,1
39,p3,2
40,p4,1
41,p3,1
42,p2,2
43,p2,2
44,p4,1
45,p3,2
46,p1,1
47,p2,2
48,p2,1
49,p3,1
50,p2,2
51,p3,2
52,p4,2
53,p2,1
54,p1,1
55,p3,2
56,p4,2
57,p4,1
58,p3,1
59,p1,2
60,p2,2
61,p2,1
62,p3,2
63,p1,1
64,p2,2
65,p4,1
66,p1,2
67,p4,1
68,p1,1
69,p4,2
70,p3,2
71,p3,1
72,p2,2
73,p4,1
74,p4,2
75,p1,2
76,p3,1
77,p1,2
78,p4,1
79,p3,1
80,p4,2
81,p4,1
82,p3,2
83,p1,1
84,p4,2
85,p3,1
86,p2,1
87,p3,2
88,p1,1
89,p4,2
90,p1,1
91,p3,2
92,p1,2
93,p1,1
94,p4,2
95,p3,2
96,p2,2
97,p1,2
98,p1,2
99,p1,2
