,0,1
0,p1,1
1,p2,1
2,p4,1
3,p2,2
4,p3,1
5,p1,2
6,p2,1
7,p4,2
8,p1,1
9,p3,2
10,p2,1
11,p2,2
12,p1,1
13,p1,2
14,p4,1
15,p2,2
16,p4,1
17,p4,2
18,p1,1
19,p1,2
20,p3,1
21,p2,1
22,p1,2
23,p4,2
24,p4,1
25,p2,2
26,p3,1
27,p3,2
28,p4,1
29,p3,1
30,p4,2
31,p3,2
32,p2,1
33,p1,1
34,p4,2
35,p3,2
36,p2,1
37,p1,1
38,p2,2
39,p1,2
40,p2,1
41,p1,1
42,p2,2
43,p4,1
44,p1,2
45,p3,1
46,p2,2
47,p2,1
48,p1,2
49,p4,2
50,p1,1
51,p3,2
52,p4,1
53,p1,1
54,p2,2
55,p4,1
56,p1,2
57,p4,2
58,p1,1
59,p1,2
60,p4,1
61,p4,2
62,p2,1
63,p4,2
64,p3,1
65,p1,2
66,p2,2
67,p3,1
68,p3,2
69,p3,1
70,p3,2
71,p3,1
72,p3,2
73,p3,1
74,p3,2
75,p3,1
76,p3,2
77,p3,1
78,p3,2
79,p1,1
80,p3,2
81,p3,1
82,p1,2
83,p3,1
84,p3,2
85,p1,1
86,p3,2
87,p1,1
88,p1,2
89,p3,1
90,p1,2
91,p3,1
92,p3,2
93,p1,1
94,p3,2
95,p3,1
96,p1,2
97,p1,1
98,p3,2
99,p1,2
