,0,1
0,p3,1
1,p2,1
2,p3,1
3,p3,2
4,p2,1
5,p2,2
6,p1,1
7,p3,2
8,p4,1
9,p2,2
10,p3,1
11,p1,2
12,p2,1
13,p4,2
14,p1,1
15,p4,1
16,p3,2
17,p2,2
18,p1,1
19,p1,2
20,p3,1
21,p1,2
22,p4,1
23,p4,2
24,p3,1
25,p2,1
26,p3,2
27,p4,2
28,p1,1
29,p3,2
30,p2,1
31,p2,2
32,p2,1
33,p2,2
34,p1,1
35,p1,2
36,p3,1
37,p2,1
38,p1,2
39,p2,2
40,p3,1
41,p4,1
42,p3,2
43,p4,1
44,p3,1
45,p2,2
46,p4,2
47,p4,1
48,p3,1
49,p3,2
50,p4,2
51,p3,2
52,p1,1
53,p2,1
54,p3,2
55,p2,1
56,p4,2
57,p2,2
58,p4,1
59,p2,2
60,p1,1
61,p1,2
62,p1,1
63,p4,1
64,p1,2
65,p2,1
66,p4,2
67,p1,1
68,p4,2
69,p1,2
70,p4,1
71,p2,2
72,p1,1
73,p1,2
74,p4,1
75,p4,2
76,p1,1
77,p1,2
78,p2,1
79,p4,2
80,p3,1
81,p1,2
82,p3,2
83,p2,1
84,p2,2
85,p4,1
86,p2,2
87,p2,1
88,p4,2
89,p2,1
90,p2,2
91,p2,1
92,p2,2
93,p4,1
94,p2,2
95,p4,1
96,p4,2
97,p2,1
98,p4,2
99,p2,2
