,0,1
0,p4,1
1,p1,1
2,p3,1
3,p1,2
4,p4,1
5,p4,2
6,p3,1
7,p3,2
8,p2,1
9,p4,2
10,p2,1
11,p2,2
12,p3,1
13,p4,1
14,p3,2
15,p4,1
16,p2,2
17,p1,1
18,p4,2
19,p2,1
20,p3,2
21,p3,1
22,p4,2
23,p2,1
24,p1,1
25,p1,2
26,p2,2
27,p3,1
28,p2,1
29,p3,2
30,p3,1
31,p1,2
32,p4,1
33,p2,2
34,p3,2
35,p2,1
36,p1,1
37,p2,2
38,p4,2
39,p3,2
40,p1,1
41,p2,1
42,p1,2
43,p3,1
44,p2,2
45,p4,1
46,p3,1
47,p1,2
48,p2,2
49,p4,1
50,p3,2
51,p4,1
52,p4,2
53,p4,2
54,p3,1
55,p3,2
56,p2,1
57,p1,1
58,p4,2
59,p3,2
60,p1,1
61,p1,2
62,p2,1
63,p2,2
64,p1,1
65,p1,2
66,p4,1
67,p2,2
68,p3,1
69,p2,1
70,p4,1
71,p1,2
72,p1,1
73,p4,2
74,p3,1
75,p4,1
76,p2,2
77,p3,2
78,p1,2
79,p2,1
80,p3,1
81,p4,2
82,p4,2
83,p4,1
84,p3,2
85,p3,1
86,p2,2
87,p3,2
88,p3,1
89,p4,2
90,p3,2
91,p3,1
92,p3,2
93,p3,1
94,p3,2
95,p3,1
96,p3,2
97,p1,1
98,p3,2
99,p1,2
