,0,1
0,p1,1
1,p2,1
2,p3,1
3,p1,2
4,p1,1
5,p3,2
6,p4,1
7,p2,2
8,p3,1
9,p2,1
10,p1,2
11,p3,1
12,p4,2
13,p3,2
14,p4,1
15,p2,1
16,p2,2
17,p4,2
18,p3,1
19,p3,2
20,p2,1
21,p2,2
22,p3,1
23,p3,2
24,p1,1
25,p3,2
26,p2,1
27,p2,2
28,p2,1
29,p2,2
30,p3,1
31,p4,1
32,p1,2
33,p2,1
34,p2,2
35,p3,1
36,p4,2
37,p3,1
38,p3,2
39,p3,1
40,p3,2
41,p3,2
42,p2,1
43,p1,1
44,p2,2
45,p3,2
46,p1,1
47,p1,2
48,p4,1
49,p2,2
50,p3,1
51,p1,2
52,p4,1
53,p4,2
54,p3,1
55,p3,2
56,p2,1
57,p4,2
58,p3,1
59,p3,2
60,p4,1
61,p2,2
62,p1,1
63,p3,2
64,p3,1
65,p4,2
66,p1,2
67,p1,1
68,p3,2
69,p3,1
70,p1,2
71,p3,1
72,p3,2
73,p3,1
74,p3,2
75,p1,1
76,p3,2
77,p1,1
78,p1,2
79,p3,1
80,p1,2
81,p3,1
82,p3,2
83,p3,1
84,p3,2
85,p1,1
86,p3,2
87,p1,1
88,p1,2
89,p3,1
90,p1,2
91,p3,1
92,p3,2
93,p3,1
94,p3,2
95,p3,1
96,p3,2
97,p3,1
98,p3,2
99,p3,2
