,0,1
0,p3,1
1,p4,1
2,p3,1
3,p3,2
4,p4,1
5,p4,2
6,p1,1
7,p3,2
8,p4,1
9,p4,2
10,p3,1
11,p1,2
12,p4,1
13,p4,2
14,p3,1
15,p3,2
16,p2,1
17,p4,2
18,p3,1
19,p3,2
20,p3,1
21,p3,2
22,p2,1
23,p2,2
24,p4,1
25,p2,2
26,p3,1
27,p3,2
28,p2,1
29,p4,2
30,p3,1
31,p3,2
32,p4,1
33,p2,2
34,p1,1
35,p3,2
36,p1,1
37,p1,2
38,p2,1
39,p4,2
40,p2,1
41,p2,2
42,p2,1
43,p2,2
44,p1,1
45,p1,2
46,p2,1
47,p2,2
48,p3,1
49,p1,2
50,p4,1
51,p2,2
52,p1,1
53,p3,2
54,p4,1
55,p4,2
56,p3,1
57,p2,1
58,p1,2
59,p4,2
60,p3,1
61,p3,2
62,p4,1
63,p2,2
64,p1,1
65,p3,2
66,p1,1
67,p1,2
68,p2,1
69,p3,1
70,p4,2
71,p4,1
72,p1,2
73,p2,2
74,p4,1
75,p4,2
76,p3,1
77,p3,2
78,p3,1
79,p3,2
80,p4,1
81,p4,2
82,p4,1
83,p4,2
84,p1,1
85,p3,2
86,p1,1
87,p1,2
88,p4,1
89,p1,1
90,p4,2
91,p2,1
92,p1,2
93,p3,1
94,p4,2
95,p1,2
96,p2,2
97,p3,1
98,p3,2
99,p3,2
