,0,1
0,p1,1
1,p4,1
2,p4,1
3,p4,2
4,p3,1
5,p1,2
6,p1,1
7,p3,2
8,p2,1
9,p4,2
10,p4,1
11,p2,2
12,p3,1
13,p1,2
14,p1,1
15,p3,2
16,p2,1
17,p4,2
18,p3,1
19,p1,2
20,p4,1
21,p1,1
22,p2,2
23,p3,2
24,p1,1
25,p1,2
26,p2,1
27,p4,2
28,p4,1
29,p2,2
30,p1,1
31,p1,2
32,p4,1
33,p4,2
34,p3,1
35,p1,2
36,p1,1
37,p3,2
38,p4,1
39,p4,2
40,p3,1
41,p1,2
42,p2,1
43,p4,2
44,p1,1
45,p4,1
46,p3,2
47,p3,1
48,p2,2
49,p1,2
50,p4,1
51,p3,1
52,p4,2
53,p1,1
54,p3,2
55,p4,1
56,p3,2
57,p4,2
58,p1,1
59,p2,1
60,p1,2
61,p2,1
62,p4,2
63,p1,1
64,p2,2
65,p1,1
66,p4,1
67,p1,2
68,p1,2
69,p2,2
70,p4,1
71,p4,2
72,p1,1
73,p1,2
74,p2,1
75,p4,2
76,p4,1
77,p2,2
78,p2,1
79,p4,2
80,p1,1
81,p1,2
82,p2,1
83,p2,2
84,p1,1
85,p2,1
86,p1,2
87,p2,2
88,p1,2
89,p4,1
90,p2,2
91,p2,1
92,p4,2
93,p4,1
94,p2,2
95,p2,1
96,p4,2
97,p2,1
98,p2,2
99,p2,2
