,0,1
0,p4,1
1,p3,1
2,p1,1
3,p3,2
4,p2,1
5,p4,2
6,p1,1
7,p1,2
8,p2,1
9,p2,2
10,p1,1
11,p1,2
12,p2,1
13,p2,2
14,p1,1
15,p1,2
16,p2,1
17,p2,2
18,p4,1
19,p2,2
20,p1,1
21,p1,2
22,p4,1
23,p4,2
24,p3,1
25,p1,2
26,p4,1
27,p4,2
28,p1,1
29,p4,1
30,p3,2
31,p3,1
32,p4,2
33,p3,1
34,p4,1
35,p1,2
36,p3,2
37,p4,2
38,p2,1
39,p3,1
40,p4,2
41,p1,1
42,p2,1
43,p3,2
44,p3,2
45,p4,1
46,p2,2
47,p1,1
48,p2,2
49,p1,2
50,p4,1
51,p4,2
52,p1,1
53,p1,2
54,p4,1
55,p4,2
56,p4,1
57,p4,2
58,p1,1
59,p1,2
60,p2,1
61,p4,2
62,p1,1
63,p1,2
64,p2,1
65,p2,2
66,p1,1
67,p1,2
68,p2,1
69,p2,2
70,p4,1
71,p1,1
72,p2,2
73,p1,2
74,p4,1
75,p4,2
76,p3,1
77,p1,2
78,p4,1
79,p1,1
80,p4,2
81,p3,2
82,p3,1
83,p1,2
84,p2,1
85,p4,2
86,p3,1
87,p3,2
88,p4,1
89,p3,1
90,p2,2
91,p4,1
92,p3,2
93,p4,2
94,p3,1
95,p3,2
96,p2,1
97,p4,2
98,p3,2
99,p2,2
