,0,1
0,p2,1
1,p3,1
2,p4,1
3,p2,2
4,p3,1
5,p4,1
6,p3,2
7,p2,1
8,p3,1
9,p4,2
10,p2,1
11,p1,1
12,p4,2
13,p3,2
14,p1,1
15,p4,1
16,p2,2
17,p3,1
18,p2,1
19,p3,2
20,p1,2
21,p2,1
22,p1,1
23,p2,2
24,p1,2
25,p4,1
26,p4,2
27,p3,1
28,p2,2
29,p2,1
30,p3,2
31,p1,1
32,p2,2
33,p2,1
34,p3,1
35,p1,2
36,p2,1
37,p4,2
38,p2,1
39,p1,1
40,p3,2
41,p4,1
42,p2,2
43,p3,1
44,p4,1
45,p1,2
46,p3,1
47,p2,2
48,p4,1
49,p2,2
50,p3,1
51,p3,2
52,p2,1
53,p1,1
54,p2,2
55,p4,1
56,p1,2
57,p1,1
58,p4,2
59,p3,2
60,p3,1
61,p2,1
62,p4,2
63,p1,1
64,p3,2
65,p4,2
66,p4,1
67,p3,1
68,p3,2
69,p3,1
70,p2,1
71,p2,2
72,p1,2
73,p1,2
74,p1,1
75,p4,2
76,p4,1
77,p3,1
78,p3,2
79,p2,2
80,p1,1
81,p2,1
82,p1,2
83,p3,2
84,p3,1
85,p4,2
86,p3,2
87,p1,1
88,p2,2
89,p3,1
90,p1,2
91,p3,2
92,p1,1
93,p4,2
94,p1,2
95,p2,2
96,p3,2
97,p1,2
98,p3,2
99,p1,2
