,0,1
0,p2,1
1,p1,1
2,p4,1
3,p2,2
4,p3,1
5,p1,2
6,p2,1
7,p4,2
8,p1,1
9,p2,1
10,p3,2
11,p2,2
12,p4,1
13,p1,1
14,p2,2
15,p1,2
16,p2,1
17,p4,2
18,p3,1
19,p2,1
20,p1,2
21,p2,2
22,p2,1
23,p2,2
24,p3,1
25,p3,2
26,p2,1
27,p3,1
28,p2,2
29,p3,2
30,p4,1
31,p2,2
32,p1,1
33,p3,2
34,p4,1
35,p4,2
36,p1,1
37,p1,2
38,p2,1
39,p4,2
40,p1,1
41,p1,2
42,p2,1
43,p2,2
44,p1,1
45,p4,1
46,p1,2
47,p2,2
48,p2,1
49,p4,2
50,p3,1
51,p1,2
52,p4,1
53,p2,2
54,p3,1
55,p3,2
56,p4,1
57,p4,2
58,p4,1
59,p4,2
60,p3,1
61,p3,2
62,p2,1
63,p4,2
64,p3,1
65,p3,2
66,p2,1
67,p2,2
68,p4,1
69,p2,2
70,p1,1
71,p3,2
72,p4,1
73,p4,2
74,p2,1
75,p1,1
76,p4,2
77,p1,2
78,p2,1
79,p1,1
80,p2,2
81,p4,1
82,p1,2
83,p1,1
84,p2,2
85,p1,2
86,p1,1
87,p4,2
88,p3,1
89,p1,2
90,p1,2
91,p1,1
92,p3,2
93,p1,1
94,p1,2
95,p1,1
96,p1,2
97,p1,1
98,p1,2
99,p1,2
