,0,1
0,p3,1
1,p2,1
2,p4,1
3,p2,2
4,p3,1
5,p3,2
6,p3,1
7,p3,2
8,p2,1
9,p4,2
10,p1,1
11,p3,2
12,p4,1
13,p2,2
14,p1,1
15,p1,2
16,p2,1
17,p4,2
18,p3,1
19,p1,2
20,p2,1
21,p2,2
22,p3,1
23,p3,2
24,p4,1
25,p2,2
26,p3,1
27,p3,2
28,p2,1
29,p1,1
30,p4,2
31,p4,1
32,p3,2
33,p4,1
34,p2,2
35,p3,1
36,p4,2
37,p2,1
38,p1,2
39,p3,1
40,p4,2
41,p4,1
42,p1,1
43,p3,2
44,p2,1
45,p4,1
46,p1,1
47,p2,2
48,p3,1
49,p3,2
50,p4,2
51,p2,2
52,p4,1
53,p1,2
54,p3,1
55,p1,2
56,p4,2
57,p4,1
58,p3,1
59,p3,1
60,p3,2
61,p4,1
62,p4,2
63,p3,2
64,p3,2
65,p2,1
66,p4,2
67,p4,2
68,p2,1
69,p2,2
70,p3,1
71,p3,2
72,p4,1
73,p2,2
74,p1,1
75,p3,2
76,p2,1
77,p4,2
78,p1,1
79,p4,1
80,p1,2
81,p2,2
82,p2,1
83,p4,2
84,p2,2
85,p1,1
86,p1,2
87,p1,1
88,p1,2
89,p1,1
90,p1,2
91,p1,1
92,p1,2
93,p1,1
94,p1,2
95,p3,1
96,p1,2
97,p1,1
98,p3,2
99,p1,2
