,0,1
0,p1,1
1,p4,1
2,p2,1
3,p4,2
4,p1,1
5,p1,2
6,p2,1
7,p2,2
8,p3,1
9,p1,2
10,p3,1
11,p2,1
12,p3,2
13,p2,1
14,p2,2
15,p3,1
16,p2,2
17,p1,1
18,p2,1
19,p3,2
20,p3,2
21,p4,1
22,p2,2
23,p2,2
24,p3,1
25,p4,1
26,p1,1
27,p1,2
28,p4,1
29,p4,2
30,p3,2
31,p3,1
32,p4,2
33,p1,2
34,p2,1
35,p1,1
36,p4,2
37,p3,1
38,p2,1
39,p3,2
40,p1,2
41,p4,1
42,p2,2
43,p1,1
44,p2,2
45,p1,1
46,p2,1
47,p3,1
48,p3,2
49,p4,1
50,p1,2
51,p3,1
52,p4,2
53,p1,2
54,p4,1
55,p3,1
56,p2,2
57,p3,2
58,p2,1
59,p4,2
60,p3,2
61,p1,1
62,p4,2
63,p1,1
64,p2,1
65,p3,2
66,p3,1
67,p1,2
68,p3,1
69,p2,1
70,p2,2
71,p1,2
72,p1,1
73,p4,1
74,p3,2
75,p2,2
76,p3,1
77,p4,1
78,p4,1
79,p3,2
80,p1,1
81,p2,2
82,p4,1
83,p3,1
84,p1,2
85,p4,1
86,p4,2
87,p2,1
88,p4,2
89,p3,2
90,p4,1
91,p4,2
92,p4,1
93,p1,2
94,p4,2
95,p4,2
96,p3,2
97,p2,2
98,p4,2
99,p4,2
