,0,1
0,p3,1
1,p4,1
2,p1,1
3,p3,2
4,p4,1
5,p4,2
6,p3,1
7,p1,2
8,p3,1
9,p3,2
10,p4,1
11,p4,2
12,p1,1
13,p3,2
14,p2,1
15,p1,1
16,p4,2
17,p1,2
18,p2,1
19,p2,2
20,p3,1
21,p1,2
22,p4,1
23,p2,2
24,p3,1
25,p3,2
26,p1,1
27,p3,2
28,p2,1
29,p4,2
30,p1,1
31,p1,2
32,p2,1
33,p2,2
34,p3,1
35,p1,2
36,p4,1
37,p2,2
38,p3,1
39,p3,2
40,p1,1
41,p3,2
42,p4,1
43,p4,2
44,p1,1
45,p1,2
46,p2,1
47,p4,2
48,p2,1
49,p2,2
50,p3,1
51,p1,2
52,p1,1
53,p3,2
54,p4,1
55,p2,2
56,p3,1
57,p1,2
58,p2,1
59,p4,2
60,p3,1
61,p3,2
62,p2,1
63,p2,2
64,p3,1
65,p3,2
66,p4,1
67,p2,2
68,p2,1
69,p4,2
70,p1,1
71,p3,2
72,p2,1
73,p2,2
74,p1,1
75,p1,2
76,p4,1
77,p2,2
78,p3,1
79,p2,1
80,p1,2
81,p4,2
82,p2,1
83,p2,2
84,p1,1
85,p3,2
86,p2,1
87,p2,2
88,p2,1
89,p2,2
90,p3,1
91,p1,2
92,p4,1
93,p2,2
94,p3,1
95,p3,2
96,p2,1
97,p4,2
98,p3,2
99,p2,2
