,0,1
0,p1,1
1,p4,1
2,p4,1
3,p4,2
4,p3,1
5,p1,2
6,p1,1
7,p4,1
8,p3,1
9,p2,1
10,p3,2
11,p1,1
12,p4,2
13,p3,1
14,p1,2
15,p2,1
16,p4,2
17,p3,1
18,p2,1
19,p3,2
20,p1,1
21,p2,1
22,p1,2
23,p2,2
24,p3,2
25,p3,1
26,p2,1
27,p2,2
28,p2,1
29,p3,2
30,p3,1
31,p2,2
32,p3,1
33,p4,1
34,p1,2
35,p2,2
36,p1,1
37,p2,2
38,p1,1
39,p3,2
40,p2,1
41,p3,1
42,p3,2
43,p4,1
44,p2,2
45,p1,1
46,p3,2
47,p4,1
48,p1,2
49,p1,1
50,p4,2
51,p3,1
52,p2,1
53,p1,2
54,p1,1
55,p2,2
56,p3,2
57,p1,1
58,p4,2
59,p1,2
60,p1,1
61,p2,1
62,p1,2
63,p1,1
64,p4,2
65,p4,1
66,p3,1
67,p3,2
68,p1,2
69,p1,1
70,p2,1
71,p1,2
72,p3,1
73,p2,2
74,p4,1
75,p1,2
76,p3,1
77,p2,2
78,p1,2
79,p3,2
80,p4,1
81,p4,2
82,p1,1
83,p1,2
84,p4,1
85,p2,2
86,p3,1
87,p3,2
88,p2,1
89,p4,2
90,p3,2
91,p4,1
92,p4,2
93,p1,2
94,p2,1
95,p4,2
96,p3,2
97,p2,2
98,p4,2
99,p2,2
