,0,1
0,p4,1
1,p3,1
2,p1,1
3,p3,2
4,p4,1
5,p4,2
6,p1,1
7,p1,2
8,p2,1
9,p4,2
10,p1,1
11,p1,2
12,p4,1
13,p2,2
14,p4,1
15,p4,2
16,p1,1
17,p4,1
18,p1,2
19,p2,1
20,p4,2
21,p2,1
22,p1,1
23,p4,2
24,p2,2
25,p2,1
26,p1,1
27,p1,2
28,p2,2
29,p4,1
30,p1,2
31,p1,1
32,p2,2
33,p2,1
34,p1,1
35,p1,2
36,p2,1
37,p1,1
38,p4,2
39,p2,1
40,p1,2
41,p3,1
42,p2,2
43,p4,1
44,p3,1
45,p1,2
46,p2,2
47,p1,2
48,p2,2
49,p4,1
50,p3,2
51,p1,1
52,p4,2
53,p2,1
54,p3,2
55,p3,1
56,p4,2
57,p3,1
58,p1,2
59,p4,1
60,p3,2
61,p2,2
62,p1,1
63,p2,1
64,p3,2
65,p4,2
66,p4,1
67,p2,2
68,p3,1
69,p1,2
70,p4,1
71,p4,2
72,p3,1
73,p3,2
74,p2,1
75,p4,2
76,p3,1
77,p3,2
78,p1,1
79,p3,2
80,p4,1
81,p2,2
82,p2,1
83,p4,2
84,p3,1
85,p1,2
86,p2,1
87,p2,2
88,p1,1
89,p3,2
90,p4,1
91,p2,2
92,p1,2
93,p4,1
94,p4,2
95,p4,1
96,p4,2
97,p4,1
98,p4,2
99,p4,2
