,0,1
0,p1,1
1,p4,1
2,p2,1
3,p4,2
4,p3,1
5,p1,2
6,p4,1
7,p3,1
8,p2,2
9,p3,2
10,p4,1
11,p1,1
12,p4,2
13,p3,2
14,p4,1
15,p4,2
16,p1,1
17,p1,2
18,p4,1
19,p4,2
20,p3,1
21,p2,1
22,p1,2
23,p1,1
24,p4,2
25,p2,1
26,p3,2
27,p1,1
28,p2,2
29,p1,2
30,p4,1
31,p2,2
32,p2,1
33,p4,2
34,p1,1
35,p1,2
36,p2,1
37,p2,2
38,p2,1
39,p2,2
40,p3,1
41,p1,2
42,p1,1
43,p3,2
44,p4,1
45,p3,1
46,p2,2
47,p4,1
48,p1,2
49,p4,2
50,p1,1
51,p3,2
52,p2,1
53,p4,2
54,p4,1
55,p2,2
56,p1,1
57,p1,2
58,p4,1
59,p4,2
60,p4,1
61,p4,2
62,p3,1
63,p1,2
64,p3,1
65,p2,1
66,p3,1
67,p3,2
68,p4,2
69,p3,2
70,p2,2
71,p1,1
72,p3,2
73,p1,1
74,p1,2
75,p3,1
76,p1,2
77,p3,1
78,p3,2
79,p1,1
80,p3,2
81,p1,1
82,p1,2
83,p3,1
84,p1,2
85,p1,1
86,p3,2
87,p1,1
88,p1,2
89,p1,1
90,p1,2
91,p1,1
92,p1,2
93,p3,1
94,p1,2
95,p3,1
96,p3,2
97,p1,1
98,p3,2
99,p1,2
