,0,1
0,p4,1
1,p1,1
2,p1,1
3,p1,2
4,p1,1
5,p1,2
6,p4,1
7,p4,2
8,p3,1
9,p1,2
10,p4,1
11,p3,1
12,p4,2
13,p3,2
14,p3,1
15,p3,2
16,p4,1
17,p4,2
18,p3,1
19,p3,2
20,p2,1
21,p4,2
22,p1,1
23,p3,2
24,p1,1
25,p4,1
26,p1,2
27,p3,1
28,p2,2
29,p4,1
30,p1,2
31,p3,1
32,p4,1
33,p4,2
34,p3,2
35,p1,1
36,p4,1
37,p4,2
38,p3,1
39,p3,2
40,p3,1
41,p4,2
42,p4,1
43,p1,2
44,p4,1
45,p3,2
46,p3,1
47,p4,1
48,p4,2
49,p4,2
50,p3,1
51,p3,2
52,p4,2
53,p4,1
54,p3,1
55,p3,2
56,p2,1
57,p4,2
58,p4,1
59,p3,2
60,p3,1
61,p4,2
62,p3,1
63,p2,2
64,p4,1
65,p3,2
66,p1,1
67,p3,2
68,p4,2
69,p3,1
70,p4,1
71,p3,2
72,p1,2
73,p1,1
74,p2,1
75,p4,2
76,p3,2
77,p4,2
78,p2,1
79,p2,2
80,p3,1
81,p1,2
82,p4,1
83,p2,2
84,p3,1
85,p3,2
86,p2,1
87,p4,2
88,p4,1
89,p2,2
90,p3,1
91,p3,2
92,p4,1
93,p4,2
94,p3,2
95,p4,1
96,p4,2
97,p2,1
98,p4,2
99,p2,2
