,0,1
0,p3,1
1,p4,1
2,p1,1
3,p3,2
4,p4,1
5,p4,2
6,p1,1
7,p1,2
8,p2,1
9,p4,2
10,p1,1
11,p1,2
12,p3,1
13,p1,2
14,p2,1
15,p3,1
16,p2,2
17,p3,2
18,p4,1
19,p2,2
20,p3,1
21,p3,2
22,p2,1
23,p4,2
24,p2,1
25,p2,2
26,p3,1
27,p3,2
28,p3,1
29,p3,2
30,p4,1
31,p2,2
32,p3,1
33,p3,2
34,p1,1
35,p3,2
36,p4,1
37,p4,2
38,p1,1
39,p1,2
40,p4,1
41,p4,2
42,p1,1
43,p1,2
44,p2,1
45,p4,2
46,p3,1
47,p1,2
48,p2,1
49,p2,2
50,p2,1
51,p2,2
52,p3,1
53,p3,2
54,p2,1
55,p2,2
56,p4,1
57,p2,2
58,p1,1
59,p3,2
60,p1,1
61,p1,2
62,p4,1
63,p1,1
64,p4,2
65,p1,2
66,p2,1
67,p1,1
68,p4,2
69,p2,1
70,p1,2
71,p2,2
72,p3,1
73,p1,2
74,p2,1
75,p2,2
76,p2,1
77,p2,2
78,p3,1
79,p3,2
80,p2,1
81,p2,2
82,p1,1
83,p3,2
84,p3,1
85,p1,2
86,p2,2
87,p3,1
88,p3,2
89,p3,1
90,p3,2
91,p1,1
92,p3,2
93,p3,1
94,p1,2
95,p3,1
96,p3,2
97,p1,1
98,p3,2
99,p1,2
