,0,1
0,p1,1
1,p2,1
2,p2,1
3,p2,2
4,p1,1
5,p4,1
6,p1,2
7,p2,2
8,p1,1
9,p1,2
10,p2,1
11,p4,2
12,p3,1
13,p1,2
14,p2,1
15,p2,2
16,p1,1
17,p3,2
18,p1,1
19,p1,2
20,p2,1
21,p2,2
22,p1,1
23,p1,2
24,p3,1
25,p1,2
26,p4,1
27,p2,2
28,p1,1
29,p3,2
30,p2,1
31,p4,2
32,p1,1
33,p1,2
34,p4,1
35,p2,2
36,p1,1
37,p1,2
38,p2,1
39,p1,1
40,p4,2
41,p1,2
42,p1,1
43,p1,2
44,p2,1
45,p2,2
46,p1,1
47,p4,1
48,p1,2
49,p3,1
50,p2,2
51,p4,1
52,p1,2
53,p1,1
54,p4,2
55,p3,2
56,p2,1
57,p4,2
58,p1,1
59,p1,2
60,p2,1
61,p2,2
62,p2,1
63,p2,2
64,p3,1
65,p1,2
66,p3,1
67,p3,2
68,p2,1
69,p1,1
70,p2,2
71,p3,2
72,p4,1
73,p2,2
74,p1,1
75,p1,2
76,p3,1
77,p4,1
78,p1,2
79,p3,1
80,p2,1
81,p4,2
82,p3,2
83,p1,1
84,p3,1
85,p4,2
86,p4,1
87,p3,2
88,p1,2
89,p3,1
90,p4,1
91,p2,2
92,p1,1
93,p3,2
94,p4,2
95,p3,2
96,p4,1
97,p4,2
98,p1,2
99,p4,2
