,0,1
0,p2,1
1,p3,1
2,p1,1
3,p3,2
4,p4,1
5,p2,2
6,p3,1
7,p4,1
8,p1,2
9,p4,2
10,p1,1
11,p3,2
12,p1,1
13,p1,2
14,p2,1
15,p4,2
16,p3,1
17,p2,1
18,p1,2
19,p2,1
20,p2,2
21,p2,2
22,p3,1
23,p3,2
24,p4,1
25,p2,2
26,p1,1
27,p3,2
28,p2,1
29,p3,1
30,p4,2
31,p2,1
32,p1,2
33,p1,1
34,p2,2
35,p3,2
36,p2,1
37,p3,1
38,p2,2
39,p3,1
40,p1,2
41,p4,1
42,p3,1
43,p3,2
44,p2,2
45,p4,1
46,p3,2
47,p1,1
48,p4,2
49,p4,1
50,p3,2
51,p3,1
52,p4,2
53,p4,1
54,p1,2
55,p4,2
56,p2,1
57,p4,2
58,p2,1
59,p2,2
60,p4,1
61,p2,2
62,p2,1
63,p4,2
64,p3,1
65,p3,2
66,p4,1
67,p2,2
68,p3,1
69,p3,2
70,p3,1
71,p3,2
72,p2,1
73,p4,2
74,p4,1
75,p2,2
76,p1,1
77,p3,2
78,p3,1
79,p1,2
80,p4,1
81,p4,2
82,p2,1
83,p4,2
84,p3,1
85,p3,2
86,p2,1
87,p2,2
88,p4,1
89,p2,2
90,p1,1
91,p3,2
92,p1,2
93,p4,1
94,p4,2
95,p2,1
96,p4,2
97,p2,1
98,p2,2
99,p2,2
