,0,1
0,p4,1
1,p1,1
2,p4,1
3,p4,2
4,p3,1
5,p2,1
6,p1,2
7,p1,1
8,p4,2
9,p2,1
10,p3,2
11,p2,2
12,p1,1
13,p1,2
14,p4,1
15,p2,2
16,p3,1
17,p1,2
18,p2,1
19,p4,2
20,p1,1
21,p4,1
22,p3,2
23,p3,1
24,p2,2
25,p2,1
26,p1,2
27,p4,2
28,p3,1
29,p4,1
30,p3,2
31,p2,2
32,p1,1
33,p3,2
34,p2,1
35,p4,2
36,p1,1
37,p1,2
38,p4,1
39,p2,2
40,p1,1
41,p1,2
42,p4,1
43,p1,1
44,p4,2
45,p4,1
46,p1,2
47,p4,2
48,p2,1
49,p4,2
50,p1,1
51,p1,2
52,p1,1
53,p2,1
54,p1,2
55,p2,2
56,p3,1
57,p1,2
58,p4,1
59,p2,2
60,p1,1
61,p3,2
62,p2,1
63,p4,2
64,p3,1
65,p1,2
66,p4,1
67,p2,2
68,p3,1
69,p3,2
70,p4,1
71,p4,2
72,p1,1
73,p3,2
74,p1,1
75,p1,2
76,p4,1
77,p4,2
78,p1,1
79,p1,2
80,p4,1
81,p4,2
82,p3,1
83,p1,2
84,p3,1
85,p4,1
86,p3,2
87,p4,2
88,p2,1
89,p4,2
90,p1,1
91,p3,2
92,p2,1
93,p2,2
94,p1,2
95,p2,1
96,p2,2
97,p2,1
98,p2,2
99,p2,2
