,0,1
0,p4,1
1,p1,1
2,p2,1
3,p4,2
4,p4,1
5,p2,2
6,p3,1
7,p1,1
8,p2,1
9,p1,2
10,p3,2
11,p2,1
12,p4,2
13,p1,1
14,p2,2
15,p2,1
16,p2,1
17,p1,2
18,p2,2
19,p1,1
20,p4,1
21,p2,2
22,p1,2
23,p3,1
24,p4,1
25,p2,2
26,p1,2
27,p3,1
28,p2,1
29,p4,2
30,p3,2
31,p3,1
32,p2,1
33,p4,2
34,p3,2
35,p2,2
36,p3,1
37,p3,2
38,p2,1
39,p2,2
40,p4,1
41,p2,2
42,p3,1
43,p3,2
44,p4,1
45,p4,2
46,p4,1
47,p4,2
48,p1,1
49,p3,2
50,p2,1
51,p4,2
52,p1,1
53,p1,2
54,p1,1
55,p1,2
56,p4,1
57,p2,2
58,p1,1
59,p1,2
60,p4,1
61,p1,1
62,p4,2
63,p1,2
64,p1,1
65,p4,1
66,p1,2
67,p4,2
68,p1,1
69,p1,2
70,p2,1
71,p4,2
72,p3,1
73,p1,2
74,p2,1
75,p2,2
76,p3,1
77,p3,2
78,p4,1
79,p2,2
80,p3,2
81,p2,1
82,p4,2
83,p2,1
84,p2,2
85,p4,1
86,p2,2
87,p4,1
88,p4,2
89,p4,1
90,p4,2
91,p2,1
92,p4,2
93,p2,1
94,p2,2
95,p2,1
96,p2,2
97,p2,1
98,p2,2
99,p2,2
