,0,1
0,p1,1
1,p2,1
2,p1,1
3,p1,2
4,p4,1
5,p2,2
6,p2,1
7,p4,2
8,p3,1
9,p1,2
10,p3,1
11,p4,1
12,p3,2
13,p2,2
14,p1,1
15,p3,2
16,p3,1
17,p1,2
18,p4,1
19,p1,1
20,p4,2
21,p4,1
22,p1,1
23,p3,2
24,p4,1
25,p1,1
26,p4,2
27,p2,1
28,p1,1
29,p4,1
30,p1,2
31,p4,2
32,p1,1
33,p4,1
34,p1,2
35,p1,1
36,p4,1
37,p4,2
38,p3,1
39,p1,2
40,p1,1
41,p2,2
42,p4,1
43,p1,2
44,p3,1
45,p4,2
46,p4,1
47,p1,2
48,p4,2
49,p3,1
50,p1,2
51,p4,1
52,p3,1
53,p3,2
54,p2,1
55,p4,2
56,p2,1
57,p3,1
58,p1,2
59,p4,2
60,p2,1
61,p3,2
62,p1,1
63,p4,2
64,p4,1
65,p3,2
66,p4,2
67,p1,1
68,p2,2
69,p4,1
70,p3,2
71,p2,2
72,p3,1
73,p3,2
74,p2,2
75,p4,1
76,p1,2
77,p1,1
78,p4,2
79,p1,2
80,p3,1
81,p4,1
82,p4,2
83,p3,2
84,p1,1
85,p1,2
86,p4,1
87,p1,1
88,p4,2
89,p3,1
90,p4,1
91,p3,2
92,p4,2
93,p4,1
94,p1,2
95,p1,2
96,p4,2
97,p4,2
98,p3,2
99,p4,2
