,0,1
0,p3,1
1,p2,1
2,p4,1
3,p2,2
4,p1,1
5,p3,2
6,p2,1
7,p1,1
8,p4,2
9,p1,2
10,p4,1
11,p2,2
12,p3,1
13,p4,1
14,p1,2
15,p3,1
16,p4,1
17,p4,2
18,p3,1
19,p3,2
20,p4,1
21,p4,2
22,p3,2
23,p3,1
24,p4,2
25,p2,1
26,p3,2
27,p3,1
28,p4,2
29,p4,1
30,p3,2
31,p2,2
32,p3,1
33,p3,2
34,p4,1
35,p4,2
36,p3,1
37,p3,2
38,p4,1
39,p4,2
40,p4,1
41,p4,2
42,p1,1
43,p3,2
44,p4,1
45,p4,2
46,p1,1
47,p1,2
48,p2,1
49,p4,2
50,p4,1
51,p2,2
52,p1,1
53,p1,2
54,p4,1
55,p4,2
56,p1,1
57,p1,2
58,p1,1
59,p4,1
60,p1,2
61,p4,1
62,p4,2
63,p2,1
64,p3,1
65,p4,2
66,p4,1
67,p4,2
68,p1,1
69,p4,1
70,p1,2
71,p2,1
72,p2,2
73,p4,1
74,p1,1
75,p3,2
76,p3,1
77,p4,2
78,p4,2
79,p4,1
80,p2,2
81,p1,1
82,p1,2
83,p1,1
84,p1,2
85,p4,2
86,p1,1
87,p3,2
88,p4,2
89,p1,1
90,p1,2
91,p1,2
92,p1,1
93,p1,2
94,p1,1
95,p1,2
96,p1,2
97,p3,1
98,p1,2
99,p3,2
