,0,1
0,p3,1
1,p2,1
2,p3,1
3,p3,2
4,p2,1
5,p2,2
6,p1,1
7,p3,2
8,p2,1
9,p2,2
10,p1,1
11,p1,2
12,p3,1
13,p1,2
14,p4,1
15,p3,1
16,p2,2
17,p3,2
18,p1,1
19,p3,2
20,p2,1
21,p4,2
22,p1,1
23,p1,2
24,p1,1
25,p1,2
26,p4,1
27,p2,2
28,p2,1
29,p4,2
30,p1,1
31,p1,2
32,p2,1
33,p2,2
34,p1,1
35,p1,2
36,p4,1
37,p2,2
38,p1,1
39,p1,2
40,p2,1
41,p4,2
42,p4,1
43,p2,2
44,p1,1
45,p1,2
46,p1,1
47,p4,1
48,p1,2
49,p4,2
50,p1,1
51,p4,1
52,p1,2
53,p1,1
54,p4,2
55,p1,2
56,p2,1
57,p1,1
58,p4,2
59,p1,2
60,p3,1
61,p1,2
62,p1,1
63,p3,2
64,p4,1
65,p2,2
66,p1,1
67,p1,2
68,p1,1
69,p1,2
70,p4,1
71,p3,1
72,p4,2
73,p1,2
74,p4,1
75,p4,2
76,p1,1
77,p3,2
78,p4,1
79,p4,2
80,p1,1
81,p1,2
82,p3,1
83,p1,2
84,p2,1
85,p4,2
86,p3,2
87,p2,1
88,p2,2
89,p2,1
90,p2,2
91,p2,1
92,p2,2
93,p2,1
94,p2,2
95,p2,1
96,p2,2
97,p4,1
98,p2,2
99,p4,2
