,0,1
0,p4,1
1,p1,1
2,p2,1
3,p4,2
4,p1,1
5,p1,2
6,p4,1
7,p2,2
8,p2,1
9,p4,2
10,p3,1
11,p1,2
12,p4,1
13,p2,2
14,p3,1
15,p3,2
16,p4,1
17,p4,2
18,p1,1
19,p4,1
20,p3,2
21,p4,2
22,p4,1
23,p4,2
24,p2,1
25,p4,2
26,p3,1
27,p4,1
28,p1,2
29,p2,2
30,p3,1
31,p3,2
32,p2,1
33,p1,1
34,p4,2
35,p3,2
36,p4,1
37,p1,1
38,p2,2
39,p1,2
40,p4,1
41,p4,2
42,p3,1
43,p1,2
44,p1,1
45,p3,2
46,p4,1
47,p4,2
48,p2,1
49,p4,2
50,p1,1
51,p1,2
52,p4,1
53,p2,2
54,p3,1
55,p1,2
56,p1,1
57,p3,2
58,p2,1
59,p4,2
60,p1,1
61,p4,1
62,p1,2
63,p2,2
64,p4,1
65,p4,2
66,p1,1
67,p4,1
68,p1,2
69,p4,2
70,p4,1
71,p4,2
72,p1,1
73,p3,1
74,p1,2
75,p3,1
76,p1,2
77,p3,2
78,p4,2
79,p1,1
80,p3,2
81,p3,1
82,p1,2
83,p3,1
84,p3,2
85,p1,1
86,p3,2
87,p1,1
88,p1,2
89,p3,1
90,p1,2
91,p1,1
92,p3,2
93,p3,1
94,p1,2
95,p1,1
96,p3,2
97,p1,1
98,p1,2
99,p1,2
