,0,1
0,p2,1
1,p3,1
2,p2,1
3,p2,2
4,p3,1
5,p3,2
6,p4,1
7,p2,2
8,p4,1
9,p4,2
10,p3,1
11,p3,2
12,p2,1
13,p4,2
14,p3,1
15,p3,2
16,p3,1
17,p4,1
18,p3,2
19,p4,1
20,p2,2
21,p1,1
22,p2,1
23,p4,2
24,p3,1
25,p3,2
26,p4,2
27,p1,2
28,p1,1
29,p3,2
30,p2,1
31,p2,2
32,p1,1
33,p1,2
34,p2,1
35,p2,2
36,p4,1
37,p2,2
38,p1,1
39,p1,2
40,p2,1
41,p3,1
42,p4,2
43,p1,2
44,p3,1
45,p3,2
46,p4,1
47,p2,2
48,p1,1
49,p3,2
50,p2,1
51,p4,2
52,p4,1
53,p2,2
54,p1,1
55,p1,2
56,p3,1
57,p1,2
58,p2,1
59,p4,2
60,p1,1
61,p3,2
62,p4,1
63,p1,1
64,p2,2
65,p1,1
66,p1,2
67,p1,2
68,p4,1
69,p4,2
70,p3,1
71,p1,2
72,p2,1
73,p4,2
74,p3,1
75,p3,2
76,p2,1
77,p2,2
78,p3,1
79,p3,2
80,p2,1
81,p2,2
82,p2,1
83,p1,1
84,p2,2
85,p3,2
86,p2,1
87,p1,1
88,p2,2
89,p1,2
90,p2,1
91,p2,2
92,p4,1
93,p1,2
94,p2,2
95,p2,1
96,p4,2
97,p2,1
98,p2,2
99,p2,2
