,0,1
0,p1,1
1,p2,1
2,p4,1
3,p2,2
4,p3,1
5,p1,2
6,p3,1
7,p3,2
8,p2,1
9,p3,1
10,p4,2
11,p4,1
12,p3,2
13,p2,2
14,p1,1
15,p3,2
16,p2,1
17,p1,1
18,p4,1
19,p4,2
20,p1,1
21,p1,2
22,p1,1
23,p2,2
24,p4,1
25,p1,1
26,p1,2
27,p1,2
28,p2,1
29,p4,2
30,p2,1
31,p1,2
32,p3,1
33,p4,2
34,p4,1
35,p2,2
36,p1,1
37,p2,1
38,p1,2
39,p4,1
40,p2,2
41,p3,1
42,p3,2
43,p4,2
44,p4,1
45,p1,1
46,p2,2
47,p1,2
48,p4,1
49,p4,2
50,p3,1
51,p3,2
52,p4,1
53,p4,2
54,p1,2
55,p2,1
56,p1,1
57,p4,1
58,p4,2
59,p4,2
60,p4,1
61,p1,1
62,p3,2
63,p4,1
64,p2,2
65,p3,1
66,p4,2
67,p1,2
68,p1,1
69,p4,2
70,p2,1
71,p1,2
72,p4,1
73,p3,2
74,p1,1
75,p4,2
76,p2,2
77,p1,2
78,p4,1
79,p4,2
80,p3,1
81,p1,2
82,p4,1
83,p4,2
84,p2,1
85,p4,2
86,p1,1
87,p3,2
88,p2,2
89,p3,1
90,p1,2
91,p3,1
92,p3,2
93,p3,1
94,p3,2
95,p3,1
96,p3,2
97,p3,1
98,p3,2
99,p3,2
