,0,1
0,p1,1
1,p2,1
2,p3,1
3,p1,2
4,p4,1
5,p2,2
6,p3,1
7,p3,2
8,p4,1
9,p4,2
10,p1,1
11,p3,2
12,p4,1
13,p4,2
14,p3,1
15,p1,2
16,p1,1
17,p3,2
18,p4,1
19,p4,2
20,p1,1
21,p1,2
22,p2,1
23,p1,1
24,p4,2
25,p2,1
26,p1,2
27,p2,2
28,p4,1
29,p2,2
30,p1,1
31,p1,2
32,p2,1
33,p1,1
34,p4,2
35,p1,2
36,p3,1
37,p1,2
38,p2,1
39,p3,1
40,p2,1
41,p2,2
42,p3,2
43,p3,1
44,p2,1
45,p2,2
46,p3,2
47,p2,1
48,p3,1
49,p2,2
50,p3,1
51,p2,2
52,p2,1
53,p1,1
54,p3,2
55,p3,2
56,p2,1
57,p2,2
58,p1,1
59,p2,1
60,p3,2
61,p2,2
62,p1,1
63,p4,1
64,p1,2
65,p2,2
66,p1,1
67,p1,2
68,p2,1
69,p2,2
70,p1,1
71,p1,2
72,p4,2
73,p1,1
74,p1,2
75,p4,1
76,p3,1
77,p1,2
78,p4,1
79,p2,2
80,p1,2
81,p2,1
82,p4,2
83,p4,1
84,p3,2
85,p4,2
86,p2,2
87,p4,1
88,p4,2
89,p2,1
90,p4,2
91,p4,1
92,p2,2
93,p4,1
94,p4,2
95,p2,1
96,p4,2
97,p4,1
98,p2,2
99,p4,2
