,0,1
0,p4,1
1,p1,1
2,p2,1
3,p4,2
4,p3,1
5,p1,2
6,p4,1
7,p2,2
8,p1,1
9,p3,2
10,p2,1
11,p3,1
12,p4,2
13,p4,1
14,p1,2
15,p2,2
16,p1,1
17,p4,1
18,p3,2
19,p4,2
20,p1,1
21,p1,2
22,p4,1
23,p4,2
24,p3,1
25,p1,2
26,p1,1
27,p3,2
28,p4,1
29,p4,2
30,p1,1
31,p1,2
32,p2,1
33,p4,2
34,p3,1
35,p2,1
36,p1,2
37,p2,2
38,p1,1
39,p4,1
40,p3,2
41,p2,2
42,p4,1
43,p4,2
44,p3,1
45,p4,1
46,p1,2
47,p2,1
48,p4,2
49,p3,1
50,p2,1
51,p4,2
52,p3,2
53,p3,1
54,p2,2
55,p1,1
56,p3,2
57,p4,1
58,p3,2
59,p3,1
60,p2,1
61,p2,2
62,p4,1
63,p1,2
64,p3,1
65,p4,2
66,p3,1
67,p2,2
68,p3,2
69,p3,1
70,p4,1
71,p1,1
72,p3,2
73,p3,2
74,p4,1
75,p1,1
76,p4,2
77,p1,1
78,p3,2
79,p4,1
80,p3,1
81,p2,1
82,p4,2
83,p4,1
84,p1,2
85,p1,1
86,p1,2
87,p4,2
88,p1,1
89,p1,2
90,p4,2
91,p2,2
92,p3,2
93,p4,2
94,p3,1
95,p1,2
96,p1,2
97,p3,1
98,p3,2
99,p3,2
