,0,1
0,p4,1
1,p3,1
2,p2,1
3,p4,2
4,p3,1
5,p3,2
6,p2,1
7,p2,2
8,p1,1
9,p3,2
10,p2,1
11,p3,1
12,p2,2
13,p1,2
14,p3,1
15,p3,2
16,p4,1
17,p2,2
18,p1,1
19,p2,1
20,p3,2
21,p3,1
22,p4,2
23,p3,1
24,p1,2
25,p2,1
26,p3,2
27,p1,1
28,p2,2
29,p4,1
30,p3,2
31,p3,1
32,p2,1
33,p2,2
34,p3,1
35,p4,1
36,p3,1
37,p2,1
38,p1,2
39,p4,2
40,p1,1
41,p3,2
42,p2,1
43,p2,2
44,p1,1
45,p2,1
46,p3,2
47,p3,1
48,p2,1
49,p3,1
50,p4,2
51,p3,2
52,p2,1
53,p3,1
54,p2,2
55,p1,2
56,p2,1
57,p2,2
58,p3,1
59,p1,2
60,p2,2
61,p2,1
62,p3,1
63,p3,2
64,p1,1
65,p2,1
66,p2,2
67,p3,1
68,p3,2
69,p1,1
70,p2,1
71,p2,2
72,p3,2
73,p2,1
74,p2,2
75,p3,2
76,p4,1
77,p3,2
78,p2,1
79,p2,2
80,p1,2
81,p2,1
82,p3,2
83,p2,2
84,p2,1
85,p1,2
86,p2,2
87,p2,2
88,p4,2
89,p2,1
90,p2,2
91,p2,2
92,p2,2
93,p2,1
94,p2,2
95,p4,1
96,p2,2
97,p2,1
98,p4,2
99,p2,2
