,0,1
0,p3,1
1,p2,1
2,p1,1
3,p3,2
4,p2,1
5,p2,2
6,p2,1
7,p2,2
8,p1,1
9,p1,2
10,p4,1
11,p2,2
12,p1,1
13,p2,1
14,p1,2
15,p1,1
16,p4,2
17,p4,1
18,p1,2
19,p2,2
20,p3,1
21,p1,2
22,p4,1
23,p4,2
24,p1,1
25,p3,2
26,p2,1
27,p4,2
28,p4,1
29,p2,2
30,p3,1
31,p1,2
32,p1,1
33,p3,2
34,p2,1
35,p4,2
36,p4,1
37,p2,2
38,p1,1
39,p1,2
40,p2,1
41,p4,2
42,p3,1
43,p2,1
44,p1,2
45,p2,1
46,p3,1
47,p2,2
48,p1,1
49,p2,2
50,p3,1
51,p3,2
52,p3,2
53,p2,1
54,p1,1
55,p1,2
56,p2,2
57,p3,2
58,p4,1
59,p1,1
60,p2,2
61,p1,2
62,p2,1
63,p4,2
64,p1,1
65,p1,2
66,p4,1
67,p2,2
68,p2,1
69,p4,2
70,p1,1
71,p1,2
72,p4,1
73,p2,2
74,p1,1
75,p1,2
76,p2,1
77,p4,2
78,p3,1
79,p1,2
80,p4,1
81,p2,2
82,p3,1
83,p3,2
84,p4,1
85,p4,2
86,p1,1
87,p3,2
88,p2,1
89,p4,2
90,p4,1
91,p2,2
92,p3,1
93,p1,2
94,p4,1
95,p4,2
96,p3,2
97,p4,1
98,p4,2
99,p4,2
