,0,1
0,p2,1
1,p1,1
2,p1,1
3,p1,2
4,p4,1
5,p2,2
6,p1,1
7,p1,2
8,p2,1
9,p4,2
10,p3,1
11,p1,2
12,p2,1
13,p3,1
14,p2,2
15,p3,2
16,p3,1
17,p3,2
18,p4,1
19,p2,2
20,p2,1
21,p1,1
22,p4,2
23,p2,1
24,p3,2
25,p2,2
26,p4,1
27,p3,1
28,p2,2
29,p1,2
30,p1,1
31,p2,1
32,p3,2
33,p4,2
34,p2,1
35,p2,2
36,p3,1
37,p1,2
38,p4,1
39,p2,2
40,p3,1
41,p3,2
42,p2,1
43,p4,2
44,p1,1
45,p3,2
46,p4,1
47,p2,2
48,p4,1
49,p4,2
50,p1,1
51,p3,1
52,p1,2
53,p1,2
54,p3,1
55,p2,1
56,p3,2
57,p4,2
58,p2,1
59,p2,1
60,p2,2
61,p1,1
62,p2,2
63,p3,2
64,p1,1
65,p4,1
66,p2,1
67,p1,2
68,p3,1
69,p2,2
70,p4,2
71,p4,1
72,p3,1
73,p1,2
74,p2,2
75,p4,1
76,p1,1
77,p3,2
78,p4,2
79,p1,1
80,p2,1
81,p3,2
82,p4,1
83,p1,2
84,p4,2
85,p2,2
86,p1,1
87,p4,1
88,p1,2
89,p4,2
90,p4,1
91,p4,2
92,p4,1
93,p1,2
94,p4,2
95,p2,1
96,p4,2
97,p4,1
98,p2,2
99,p4,2
