,0,1
0,p4,1
1,p1,1
2,p4,1
3,p4,2
4,p3,1
5,p1,2
6,p2,1
7,p4,2
8,p1,1
9,p3,2
10,p1,1
11,p1,2
12,p2,1
13,p2,2
14,p1,1
15,p1,2
16,p2,1
17,p2,2
18,p3,1
19,p1,2
20,p2,1
21,p2,2
22,p2,1
23,p2,2
24,p1,1
25,p3,2
26,p3,1
27,p1,2
28,p2,1
29,p2,2
30,p4,1
31,p2,2
32,p1,1
33,p3,2
34,p2,1
35,p4,2
36,p4,1
37,p2,2
38,p2,1
39,p4,2
40,p3,1
41,p1,2
42,p1,1
43,p4,1
44,p3,2
45,p1,1
46,p2,2
47,p1,2
48,p1,1
49,p2,1
50,p1,2
51,p4,2
52,p4,1
53,p2,2
54,p1,1
55,p1,2
56,p4,1
57,p4,2
58,p2,1
59,p4,2
60,p1,1
61,p1,2
62,p4,1
63,p2,2
64,p1,1
65,p1,2
66,p4,1
67,p4,2
68,p3,1
69,p1,2
70,p4,1
71,p4,2
72,p4,1
73,p4,2
74,p3,1
75,p3,2
76,p2,1
77,p4,2
78,p3,1
79,p3,2
80,p2,1
81,p2,2
82,p1,1
83,p3,2
84,p3,1
85,p1,2
86,p4,1
87,p2,2
88,p3,1
89,p3,2
90,p1,1
91,p3,2
92,p4,1
93,p4,2
94,p1,1
95,p1,2
96,p1,2
97,p4,1
98,p4,2
99,p4,2
